(0.00, 0.00)
(0.00, 0.00)
(0.10, 0.00)
(0.10, 0.00)
(0.10, 0.00)
(1.00, 0.00)
(1.00, 0.00)
(0.30, 0.00)
(0.30, 0.00)
(0.10, 0.00)
(0.50, 0.00)
(1.00, 0.00)
(0.30, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(1.00, 0.00)
(0.50, 0.00)
(0.10, 0.00)
(0.50, 0.00)
(1.00, 0.00)
(0.50, 0.00)
(0.30, 0.00)
(0.00, 0.00)
(0.30, 0.00)
(0.50, 0.00)
