Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M3_3,40.0,35.68,9,9.41,5.5,2024-10-12 22:43:51,1.0,5.0
M3_3,32.0,31.77,9,9.53,4,2024-10-12 22:44:15,0.3,3.0
M3_3,40.0,42.03,9,9.64,3.5,2024-10-12 22:44:47,0.3,3.0
M3_3,24.0,31.28,9,9.41,2,2024-10-12 22:45:13,0.1,2.0
M3_3,32.0,26.88,9,9.49,1.2,2024-10-12 22:45:34,0.1,0.0
M3_3,40.0,31.77,9,9.32,2,2024-10-12 22:45:58,0.1,2.0
M3_3,32.0,34.7,9,9.36,1,2024-10-12 22:46:14,0.0,0.0
M3_3,32.0,30.79,9,9.37,1.5,2024-10-12 22:46:34,0.3,0.0
M3_3,40.0,33.24,9,9.82,1.2,2024-10-12 22:47:04,0.1,0.0
M3_3,40.0,39.59,9,10.45,2,2024-10-12 22:47:26,0.3,0.0
M3_3,40.0,,9,10.18,3.5,2024-10-12 22:47:57,1.0,0.0
M3_3,24.0,31.28,9,9.96,2.5,2024-10-12 22:48:19,0.3,0.0
M3_3,24.0,23.46,9,10.41,5,2024-10-12 22:48:42,1.0,5.0
M3_3,24.0,22.48,9,10.13,4,2024-10-12 22:49:05,0.5,4.0
M3_3,40.0,30.3,9,9.82,2.5,2024-10-12 22:49:27,0.5,0.0
M3_3,32.0,35.68,9,10.02,3,2024-10-12 22:49:51,1.0,0.0
M3_3,24.0,26.88,9,9.76,3,2024-10-12 22:50:12,1.0,0.0
M3_3,40.0,26.88,9,9.08,4,2024-10-12 22:50:32,0.5,4.0
M3_3,24.0,36.17,9,9.28,2,2024-10-12 22:50:56,0.5,0.0
M3_3,24.0,22.97,9,9.83,1.2,2024-10-12 22:51:17,0.1,0.0
M3_3,40.0,28.35,9,10.22,1,2024-10-12 22:51:35,0.0,0.0
M3_3,32.0,36.66,9,9.71,6,2024-10-12 22:51:56,1.0,5.0
M3_3,24.0,29.33,9,9.64,1,2024-10-12 22:52:16,0.0,0.0
M3_3,32.0,24.93,9,9.61,4.5,2024-10-12 22:52:39,0.5,4.0
M3_3,32.0,30.3,9,10.29,2.5,2024-10-12 22:53:04,0.5,0.0
M3_3,32.0,31.28,9,9.92,2,2024-10-12 22:53:26,0.1,2.0
M3_3,24.0,29.33,9,9.98,3.5,2024-10-12 22:53:54,0.3,3.0
