Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M2_1,32.0,31.28,9,9.53,30,2024-10-11 19:56:05,0.1,2.0
M2_1,32.0,31.77,9,9.95,10,2024-10-11 19:56:28,1.0,0.0
M2_1,40.0,39.59,9,9.3,1,2024-10-11 19:56:48,0.0,0.0
M2_1,40.0,40.08,9,9.34,15,2024-10-11 19:57:09,1.0,0.0
M2_1,32.0,38.12,9,9.44,70,2024-10-11 19:57:28,0.3,3.0
M2_1,40.0,31.77,9,10.05,20,2024-10-11 19:57:49,0.1,2.0
M2_1,32.0,38.12,9,9.61,5,2024-10-11 19:58:07,0.3,0.0
M2_1,40.0,52.79,9,9.6,10,2024-10-11 19:58:28,0.3,3.0
M2_1,24.0,39.1,9,10.22,40,2024-10-11 19:58:48,0.1,0.0
M2_1,24.0,24.93,9,9.44,60,2024-10-11 19:59:09,1.0,0.0
M2_1,40.0,26.39,9,9.7,50,2024-10-11 19:59:32,1.0,5.0
M2_1,40.0,39.1,9,9.36,40,2024-10-11 19:59:54,0.1,0.0
M2_1,32.0,36.17,9,10.2,70,2024-10-11 20:00:14,0.5,0.0
M2_1,24.0,31.28,9,9.39,75,2024-10-11 20:00:36,0.3,3.0
M2_1,24.0,,9,9.8,1,2024-10-11 20:00:55,0.0,0.0
M2_1,24.0,24.93,9,9.22,40,2024-10-11 20:01:14,0.5,0.0
M2_1,24.0,23.46,9,9.72,60,2024-10-11 20:01:36,0.3,0.0
M2_1,40.0,26.39,9,9.26,60,2024-10-11 20:01:57,0.5,0.0
M2_1,32.0,36.17,9,10.31,15,2024-10-11 20:02:20,0.5,4.0
M2_1,24.0,28.35,9,10.4,30,2024-10-11 20:02:41,1.0,5.0
M2_1,32.0,25.9,9,10.42,55,2024-10-11 20:03:04,1.0,5.0
M2_1,32.0,30.79,9,9.84,20,2024-10-11 20:03:24,0.1,0.0
M2_1,40.0,31.28,9,9.5,40,2024-10-11 20:03:47,0.3,0.0
M2_1,24.0,34.21,9,10.22,30,2024-10-11 20:04:10,0.1,2.0
M2_1,32.0,24.93,9,10.12,5,2024-10-11 20:04:34,0.0,0.0
M2_1,24.0,26.39,9,10.35,80,2024-10-11 20:04:53,0.5,4.0
M2_1,40.0,24.44,9,10.38,70,2024-10-11 20:05:20,0.5,4.0
