Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F4_3,40.0,37.15,9,9.47,3,2024-10-21 19:59:16,1.0,0.0
F4_3,32.0,33.72,9,10.0,0,2024-10-21 19:59:34,0.0,0.0
F4_3,24.0,26.88,9,9.58,5,2024-10-21 20:00:02,1.0,0.0
F4_3,32.0,30.79,9,9.62,10,2024-10-21 20:00:29,1.0,5.0
F4_3,32.0,32.26,9,9.12,10,2024-10-21 20:01:06,1.0,0.0
F4_3,24.0,25.9,9,9.85,12,2024-10-21 20:01:32,1.0,5.0
F4_3,32.0,29.33,9,9.72,5.2,2024-10-21 20:01:55,0.3,3.0
F4_3,40.0,40.08,9,9.42,4.8,2024-10-21 20:02:16,0.3,3.0
F4_3,24.0,28.84,9,9.23,0.3,2024-10-21 20:02:38,0.1,0.0
F4_3,40.0,37.63,9,9.81,0,2024-10-21 20:03:02,0.0,0.0
F4_3,24.0,28.84,9,9.18,1,2024-10-21 20:03:27,0.3,0.0
F4_3,24.0,23.95,9,9.77,5,2024-10-21 20:03:49,0.3,3.0
F4_3,40.0,37.63,9,9.78,0.3,2024-10-21 20:04:17,0.1,0.0
F4_3,24.0,28.84,9,9.41,13,2024-10-21 20:04:48,0.5,4.0
F4_3,40.0,34.7,9,9.43,3.2,2024-10-21 20:05:15,0.3,0.0
F4_3,40.0,40.08,9,9.33,9,2024-10-21 20:05:48,0.5,4.0
F4_3,32.0,34.7,9,9.13,0.7,2024-10-21 20:06:20,0.3,0.0
F4_3,40.0,38.61,9,9.1,2,2024-10-21 20:06:51,0.5,0.0
F4_3,32.0,37.15,9,9.19,0.5,2024-10-21 20:07:13,0.1,0.0
F4_3,40.0,39.59,9,9.92,12,2024-10-21 20:07:41,1.0,5.0
F4_3,32.0,31.28,9,9.91,0.4,2024-10-21 20:08:05,0.5,0.0
F4_3,40.0,39.1,9,9.33,0.1,2024-10-21 20:08:24,0.1,2.0
F4_3,32.0,34.7,9,9.17,8,2024-10-21 20:08:44,0.5,4.0
F4_3,24.0,25.9,9,9.4,1,2024-10-21 20:09:03,0.1,2.0
F4_3,24.0,21.99,9,9.32,0,2024-10-21 20:09:27,0.0,0.0
F4_3,24.0,23.46,9,9.68,0.4,2024-10-21 20:09:50,0.5,0.0
F4_3,32.0,34.21,9,9.44,0.2,2024-10-21 20:10:12,0.1,2.0
