Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F3_2,32.0,31.28,9,9.92,2.8,2024-10-10 19:38:44,0.3,3.0
F3_2,24.0,24.93,9,9.71,2.3,2024-10-10 19:39:17,0.5,0.0
F3_2,24.0,23.95,9,9.44,1.3,2024-10-10 19:39:43,0.1,0.0
F3_2,32.0,31.28,9,9.71,5.2,2024-10-10 19:40:09,0.5,4.0
F3_2,32.0,,9,9.98,3.3,2024-10-10 19:40:37,0.5,0.0
F3_2,24.0,25.9,9,9.96,0,2024-10-10 19:40:58,0.0,0.0
F3_2,32.0,29.33,9,9.93,4.8,2024-10-10 19:41:25,1.0,0.0
F3_2,24.0,24.44,9,9.32,4.7,2024-10-10 19:41:57,1.0,0.0
F3_2,24.0,23.95,9,9.05,3.2,2024-10-10 19:42:24,0.3,3.0
F3_2,40.0,36.66,9,9.05,2.3,2024-10-10 19:42:48,0.1,0.0
F3_2,40.0,57.67,9,9.91,0,2024-10-10 19:43:06,0.0,0.0
F3_2,40.0,40.08,9,9.5,3.6,2024-10-10 19:43:32,0.3,3.0
F3_2,32.0,31.77,9,9.74,2.4,2024-10-10 19:44:03,0.1,2.0
F3_2,32.0,31.77,9,9.47,2.8,2024-10-10 19:44:39,0.1,0.0
F3_2,24.0,25.42,9,9.46,5.8,2024-10-10 19:45:10,1.0,5.0
F3_2,40.0,38.12,9,9.06,4.3,2024-10-10 19:45:54,1.0,0.0
F3_2,32.0,31.28,9,10.0,2.0,2024-10-10 19:46:24,0.3,0.0
F3_2,24.0,24.93,9,9.22,1.4,2024-10-10 19:46:46,0.1,2.0
F3_2,40.0,37.15,9,9.46,2.5,2024-10-10 19:47:22,0.3,0.0
F3_2,24.0,26.88,9,9.74,3.3,2024-10-10 19:47:46,0.3,0.0
F3_2,24.0,24.44,9,9.31,5.2,2024-10-10 19:48:13,0.5,4.0
F3_2,40.0,38.61,9,9.89,2.3,2024-10-10 19:48:41,0.1,2.0
F3_2,32.0,33.24,9,9.36,5.5,2024-10-10 19:49:04,1.0,5.0
F3_2,40.0,39.59,9,9.06,4.1,2024-10-10 19:49:29,0.5,4.0
F3_2,40.0,39.59,9,9.08,5.8,2024-10-10 19:49:53,1.0,5.0
F3_2,32.0,32.75,9,9.77,0,2024-10-10 19:50:11,0.0,0.0
F3_2,40.0,37.15,9,9.73,2.8,2024-10-10 19:50:37,0.5,0.0
