Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F4_2,32.0,27.86,9,9.71,8,2024-10-21 19:41:39,0.3,3.0
F4_2,40.0,39.1,9,9.58,9,2024-10-21 19:42:02,1.0,5.0
F4_2,24.0,26.39,9,9.44,5,2024-10-21 19:42:26,0.3,3.0
F4_2,24.0,22.48,9,9.46,3,2024-10-21 19:42:44,0.3,0.0
F4_2,40.0,33.72,9,9.15,3,2024-10-21 19:43:08,0.3,3.0
F4_2,32.0,32.26,9,9.95,0.8,2024-10-21 19:43:29,0.1,2.0
F4_2,40.0,39.1,9,9.39,12,2024-10-21 19:43:54,1.0,0.0
F4_2,32.0,32.26,9,9.8,8,2024-10-21 19:44:32,1.0,0.0
F4_2,40.0,40.57,9,9.82,0.3,2024-10-21 19:45:00,0.0,0.0
F4_2,24.0,28.35,9,9.53,0,2024-10-21 19:45:18,0.0,0.0
F4_2,24.0,22.48,9,9.08,3,2024-10-21 19:45:37,0.5,0.0
F4_2,40.0,35.68,9,9.41,1.7,2024-10-21 19:46:02,0.3,0.0
F4_2,32.0,32.26,9,9.63,0.5,2024-10-21 19:46:23,0.1,0.0
F4_2,40.0,38.61,9,9.98,0.3,2024-10-21 19:47:00,0.1,2.0
F4_2,24.0,28.84,9,9.46,0.2,2024-10-21 19:47:39,0.1,0.0
F4_2,32.0,29.81,9,9.68,0,2024-10-21 19:48:07,0.0,0.0
F4_2,24.0,25.9,9,9.06,5,2024-10-21 19:48:39,1.0,0.0
F4_2,40.0,36.66,9,9.12,8,2024-10-21 19:49:02,0.5,4.0
F4_2,24.0,28.35,9,9.63,7.7,2024-10-21 19:49:31,0.5,4.0
F4_2,32.0,29.81,9,9.97,2,2024-10-21 19:50:01,0.3,0.0
F4_2,32.0,31.77,9,9.18,12,2024-10-21 19:50:26,1.0,5.0
F4_2,24.0,24.93,9,9.9,14,2024-10-21 19:50:49,1.0,5.0
F4_2,40.0,36.17,9,9.25,5.5,2024-10-21 19:51:14,0.5,0.0
F4_2,24.0,28.84,9,9.13,2,2024-10-21 19:51:35,0.1,2.0
F4_2,40.0,37.63,9,9.94,0.2,2024-10-21 19:51:57,0.1,0.0
F4_2,32.0,32.75,9,9.38,3.3,2024-10-21 19:52:33,0.5,0.0
F4_2,32.0,,9,9.85,12,2024-10-21 19:52:58,0.5,4.0
