Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F4_1,32.0,28.35,9,9.64,2,2024-10-21 19:26:58,0.1,2.0
F4_1,24.0,24.44,9,9.84,0,2024-10-21 19:27:20,0.0,0.0
F4_1,40.0,36.66,9,9.37,0,2024-10-21 19:27:39,0.0,0.0
F4_1,32.0,35.68,9,9.45,2.5,2024-10-21 19:28:03,0.5,0.0
F4_1,32.0,32.26,9,9.34,8,2024-10-21 19:28:23,1.0,0.0
F4_1,40.0,38.12,9,9.97,0.8,2024-10-21 19:28:50,0.3,0.0
F4_1,40.0,,9,9.66,11,2024-10-21 19:29:11,1.0,5.0
F4_1,40.0,42.03,9,9.89,4.5,2024-10-21 19:29:32,0.1,2.0
F4_1,24.0,28.84,9,9.99,12,2024-10-21 19:29:54,1.0,0.0
F4_1,40.0,36.17,9,9.91,4,2024-10-21 19:30:35,0.5,0.0
F4_1,24.0,28.35,9,9.36,5,2024-10-21 19:31:01,0.5,0.0
F4_1,24.0,23.46,9,9.51,10,2024-10-21 19:31:26,0.3,3.0
F4_1,40.0,38.61,9,9.95,9,2024-10-21 19:31:49,0.3,3.0
F4_1,24.0,29.33,9,9.54,0.3,2024-10-21 19:32:12,0.1,0.0
F4_1,32.0,28.84,9,9.42,15,2024-10-21 19:32:32,1.0,5.0
F4_1,32.0,30.79,9,9.8,0,2024-10-21 19:32:50,0.0,0.0
F4_1,24.0,27.86,9,9.55,2.8,2024-10-21 19:33:15,0.3,0.0
F4_1,32.0,30.3,9,9.57,1.7,2024-10-21 19:33:45,0.3,0.0
F4_1,32.0,31.77,9,9.88,8,2024-10-21 19:34:15,0.3,3.0
F4_1,40.0,40.08,9,9.06,9,2024-10-21 19:34:37,1.0,0.0
F4_1,40.0,41.06,9,9.97,0.3,2024-10-21 19:34:58,0.1,0.0
F4_1,24.0,31.28,9,9.41,20,2024-10-21 19:35:20,1.0,5.0
F4_1,24.0,22.48,9,9.99,5,2024-10-21 19:35:44,0.1,2.0
F4_1,32.0,29.33,9,9.86,10,2024-10-21 19:36:20,0.5,4.0
F4_1,24.0,25.9,9,9.6,10,2024-10-21 19:36:57,0.5,4.0
F4_1,32.0,28.35,9,9.91,2,2024-10-21 19:37:19,0.1,0.0
F4_1,40.0,39.1,9,9.57,11,2024-10-21 19:37:53,0.5,4.0
