Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M7_3,24.0,22.97,9,9.7,10,2024-10-18 11:37:07,0.1,2.0
M7_3,40.0,33.72,9,9.32,5,2024-10-18 11:37:25,0.1,0.0
M7_3,40.0,39.1,9,9.57,15,2024-10-18 11:37:44,0.5,0.0
M7_3,32.0,36.17,9,10.35,45,2024-10-18 11:38:05,1.0,0.0
M7_3,24.0,27.37,9,10.02,45,2024-10-18 11:38:25,0.5,4.0
M7_3,40.0,28.84,9,9.64,40,2024-10-18 11:38:45,1.0,0.0
M7_3,32.0,37.15,9,9.33,10,2024-10-18 11:39:05,0.3,0.0
M7_3,32.0,31.77,9,10.43,5,2024-10-18 11:39:25,0.1,2.0
M7_3,32.0,31.77,9,10.3,5,2024-10-18 11:39:44,0.1,0.0
M7_3,32.0,,9,9.7,30,2024-10-18 11:40:03,0.3,3.0
M7_3,32.0,,9,9.48,40,2024-10-18 11:40:24,0.5,4.0
M7_3,24.0,30.3,9,9.43,15,2024-10-18 11:40:43,0.5,0.0
M7_3,40.0,23.46,9,9.24,35,2024-10-18 11:41:03,0.5,4.0
M7_3,32.0,40.08,9,9.72,10,2024-10-18 11:41:22,0.5,0.0
M7_3,32.0,,9,10.38,0,2024-10-18 11:41:40,0.0,0.0
M7_3,24.0,,9,9.15,0,2024-10-18 11:41:57,0.0,0.0
M7_3,40.0,24.44,9,9.45,20,2024-10-18 11:42:14,0.3,3.0
M7_3,24.0,40.57,9,9.92,5,2024-10-18 11:42:33,0.1,0.0
M7_3,40.0,23.95,9,9.49,0,2024-10-18 11:42:50,0.0,0.0
M7_3,40.0,40.08,9,9.18,10,2024-10-18 11:43:07,0.1,2.0
M7_3,24.0,40.08,9,10.02,5,2024-10-18 11:43:28,0.3,0.0
M7_3,24.0,23.46,9,10.01,50,2024-10-18 11:43:46,1.0,5.0
M7_3,32.0,22.97,9,10.24,50,2024-10-18 11:44:07,1.0,5.0
M7_3,40.0,29.81,9,10.38,10,2024-10-18 11:44:29,0.3,0.0
M7_3,24.0,38.12,9,9.24,35,2024-10-18 11:44:51,1.0,0.0
M7_3,40.0,28.84,9,9.45,50,2024-10-18 11:45:13,1.0,5.0
M7_3,24.0,37.63,9,9.24,15,2024-10-18 11:45:35,0.3,3.0
