Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M1_3,40.0,39.1,9,9.07,10,2024-10-11 19:22:16,0.1,2.0
M1_3,24.0,31.28,9,9.9,5,2024-10-11 19:22:33,0.3,0.0
M1_3,40.0,30.3,9,9.31,70,2024-10-11 19:22:51,1.0,5.0
M1_3,40.0,38.61,9,9.17,10,2024-10-11 19:23:11,0.3,0.0
M1_3,32.0,30.79,9,10.08,8,2024-10-11 19:23:35,0.1,0.0
M1_3,24.0,25.9,9,9.38,60,2024-10-11 19:23:59,1.0,0.0
M1_3,40.0,35.68,9,9.42,25,2024-10-11 19:24:31,0.3,3.0
M1_3,40.0,40.57,9,9.03,25,2024-10-11 19:24:52,0.5,0.0
M1_3,32.0,36.66,9,10.32,0,2024-10-11 19:25:11,0.0,0.0
M1_3,40.0,31.28,9,9.74,50,2024-10-11 19:25:30,0.5,4.0
M1_3,40.0,,9,9.9,55,2024-10-11 19:25:55,1.0,0.0
M1_3,24.0,34.21,9,9.28,5,2024-10-11 19:26:23,0.1,2.0
M1_3,40.0,38.12,9,10.46,3,2024-10-11 19:26:46,0.1,0.0
M1_3,32.0,37.63,9,9.28,60,2024-10-11 19:27:11,1.0,0.0
M1_3,32.0,35.68,9,9.95,40,2024-10-11 19:27:33,0.5,0.0
M1_3,24.0,29.81,9,9.37,5,2024-10-11 19:27:52,0.1,0.0
M1_3,24.0,23.95,9,9.53,65,2024-10-11 19:28:19,1.0,5.0
M1_3,40.0,38.12,9,9.63,0,2024-10-11 19:28:36,0.0,0.0
M1_3,24.0,39.59,9,9.94,0,2024-10-11 19:28:53,0.0,0.0
M1_3,32.0,25.42,9,9.29,5,2024-10-11 19:29:16,0.3,0.0
M1_3,24.0,26.88,9,10.05,60,2024-10-11 19:29:38,0.5,4.0
M1_3,32.0,26.39,9,9.43,60,2024-10-11 19:29:57,0.5,4.0
M1_3,32.0,31.28,9,9.98,10,2024-10-11 19:30:19,0.1,2.0
M1_3,24.0,28.35,9,10.3,35,2024-10-11 19:30:48,0.3,3.0
M1_3,32.0,30.3,9,10.36,75,2024-10-11 19:31:08,1.0,5.0
M1_3,32.0,31.28,9,10.15,25,2024-10-11 19:31:31,0.3,3.0
M1_3,24.0,31.77,9,9.15,5,2024-10-11 19:31:50,0.5,0.0
