Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M6_3,32.0,31.28,9,9.45,7,2024-10-16 16:38:43,1.0,0.0
M6_3,24.0,25.9,9,10.05,9,2024-10-16 16:39:10,0.5,4.0
M6_3,40.0,40.08,9,9.76,8,2024-10-16 16:39:35,0.5,4.0
M6_3,32.0,33.72,9,10.41,3,2024-10-16 16:40:08,0.1,2.0
M6_3,32.0,51.32,9,9.0,3,2024-10-16 16:40:33,0.5,0.0
M6_3,40.0,38.61,9,9.58,2,2024-10-16 16:40:56,0.3,0.0
M6_3,40.0,40.08,9,9.82,8,2024-10-16 16:41:21,1.0,0.0
M6_3,32.0,34.21,9,10.19,9,2024-10-16 16:41:43,0.5,4.0
M6_3,24.0,28.84,9,10.29,1,2024-10-16 16:42:04,0.1,2.0
M6_3,32.0,24.44,9,9.68,0.5,2024-10-16 16:42:25,0.3,0.0
M6_3,24.0,29.33,9,9.8,1,2024-10-16 16:42:45,0.5,0.0
M6_3,40.0,27.37,9,10.23,2,2024-10-16 16:43:10,0.1,2.0
M6_3,24.0,32.75,9,9.35,8,2024-10-16 16:43:35,0.3,3.0
M6_3,24.0,23.46,9,10.24,2,2024-10-16 16:43:59,0.3,0.0
M6_3,24.0,23.46,9,9.18,10,2024-10-16 16:44:17,1.0,5.0
M6_3,40.0,24.44,9,9.91,10,2024-10-16 16:44:41,1.0,5.0
M6_3,32.0,48.39,9,10.4,0,2024-10-16 16:44:58,0.0,0.0
M6_3,40.0,30.79,9,9.57,3,2024-10-16 16:45:25,0.5,0.0
M6_3,32.0,33.24,9,10.31,1,2024-10-16 16:45:47,0.1,0.0
M6_3,32.0,31.77,9,9.34,8,2024-10-16 16:46:13,0.3,3.0
M6_3,24.0,26.88,9,9.41,7,2024-10-16 16:46:37,1.0,0.0
M6_3,24.0,23.46,9,9.42,0,2024-10-16 16:46:59,0.0,0.0
M6_3,40.0,28.84,9,9.52,8,2024-10-16 16:47:21,0.3,3.0
M6_3,40.0,40.08,9,9.09,0,2024-10-16 16:47:38,0.0,0.0
M6_3,40.0,40.08,9,10.19,1,2024-10-16 16:47:56,0.1,0.0
M6_3,32.0,40.08,9,9.52,9.5,2024-10-16 16:48:23,1.0,5.0
M6_3,24.0,25.42,9,10.4,2,2024-10-16 16:48:53,0.1,0.0
