Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M8_3,32.0,26.88,9,9.45,15,2024-10-21 15:49:35,0.1,0.0
M8_3,32.0,31.28,9,9.35,30,2024-10-21 15:49:58,0.3,0.0
M8_3,40.0,39.1,9,9.57,5,2024-10-21 15:50:16,0.0,0.0
M8_3,24.0,33.72,9,9.93,60,2024-10-21 15:50:40,1.0,5.0
M8_3,40.0,36.17,9,9.09,40,2024-10-21 15:51:01,0.3,3.0
M8_3,24.0,28.35,9,9.18,20,2024-10-21 15:51:23,0.3,0.0
M8_3,32.0,28.35,9,9.51,25,2024-10-21 15:51:46,0.5,0.0
M8_3,32.0,31.28,9,9.17,25,2024-10-21 15:52:07,0.1,2.0
M8_3,24.0,25.9,9,9.77,40,2024-10-21 15:52:28,0.3,3.0
M8_3,40.0,37.15,9,9.57,50,2024-10-21 15:52:51,0.5,4.0
M8_3,32.0,32.75,9,9.92,45,2024-10-21 15:53:19,1.0,0.0
M8_3,24.0,25.42,9,9.44,20,2024-10-21 15:53:38,0.1,0.0
M8_3,40.0,35.19,9,9.66,20,2024-10-21 15:54:03,1.0,0.0
M8_3,40.0,41.06,9,9.31,25,2024-10-21 15:54:26,0.1,2.0
M8_3,40.0,40.57,9,9.47,25,2024-10-21 15:54:53,0.3,0.0
M8_3,24.0,43.01,9,9.85,55,2024-10-21 15:55:14,0.5,4.0
M8_3,24.0,21.02,9,9.49,20,2024-10-21 15:55:38,0.5,0.0
M8_3,40.0,36.17,9,9.52,15,2024-10-21 15:55:56,0.1,0.0
M8_3,40.0,39.59,9,9.56,30,2024-10-21 15:56:17,0.5,0.0
M8_3,24.0,28.35,9,9.75,30,2024-10-21 15:56:39,0.1,2.0
M8_3,32.0,28.84,9,9.97,55,2024-10-21 15:57:07,1.0,5.0
M8_3,32.0,31.28,9,9.77,5,2024-10-21 15:57:27,0.0,0.0
M8_3,24.0,26.39,9,9.28,40,2024-10-21 15:57:46,1.0,0.0
M8_3,24.0,22.97,9,9.15,10,2024-10-21 15:58:06,0.0,0.0
M8_3,32.0,29.81,9,9.1,45,2024-10-21 15:58:34,0.5,4.0
M8_3,32.0,32.26,9,9.57,30,2024-10-21 15:58:53,0.3,3.0
M8_3,40.0,38.61,9,9.52,50,2024-10-21 15:59:17,1.0,5.0
