Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M7_2,32.0,30.79,9,10.01,45,2024-10-18 11:24:50,0.5,4.0
M7_2,32.0,31.28,9,9.69,50,2024-10-18 11:25:10,1.0,5.0
M7_2,40.0,39.59,9,9.21,0,2024-10-18 11:25:26,0.0,0.0
M7_2,24.0,33.72,9,9.82,0,2024-10-18 11:25:43,0.0,0.0
M7_2,32.0,29.81,9,9.49,5,2024-10-18 11:26:03,0.1,0.0
M7_2,40.0,38.12,9,9.9,15,2024-10-18 11:26:24,0.5,0.0
M7_2,40.0,,9,10.01,30,2024-10-18 11:26:45,0.3,3.0
M7_2,24.0,28.84,9,10.49,10,2024-10-18 11:27:06,0.1,2.0
M7_2,32.0,30.79,9,10.19,0,2024-10-18 11:27:24,0.0,0.0
M7_2,24.0,28.84,9,9.35,40,2024-10-18 11:27:46,1.0,0.0
M7_2,32.0,30.79,9,9.47,35,2024-10-18 11:28:08,1.0,0.0
M7_2,24.0,26.39,9,9.01,20,2024-10-18 11:28:26,0.3,3.0
M7_2,32.0,30.3,9,10.37,5,2024-10-18 11:28:46,0.3,0.0
M7_2,40.0,36.66,9,10.09,45,2024-10-18 11:29:08,0.5,4.0
M7_2,40.0,40.08,9,9.04,30,2024-10-18 11:29:30,1.0,0.0
M7_2,24.0,36.17,9,10.06,10,2024-10-18 11:29:52,0.5,0.0
M7_2,24.0,22.97,9,10.23,10,2024-10-18 11:30:11,0.3,0.0
M7_2,32.0,23.46,9,9.79,20,2024-10-18 11:30:31,0.3,3.0
M7_2,24.0,29.33,9,10.41,5,2024-10-18 11:30:54,0.1,0.0
M7_2,40.0,28.84,9,10.19,5,2024-10-18 11:31:15,0.1,0.0
M7_2,32.0,38.12,9,9.9,20,2024-10-18 11:31:35,0.5,0.0
M7_2,40.0,32.26,9,9.88,50,2024-10-18 11:31:55,1.0,5.0
M7_2,24.0,40.08,9,9.74,40,2024-10-18 11:32:17,0.5,4.0
M7_2,32.0,27.37,9,10.13,5,2024-10-18 11:32:38,0.1,2.0
M7_2,24.0,29.81,9,9.87,50,2024-10-18 11:32:59,1.0,5.0
M7_2,40.0,26.39,9,9.79,20,2024-10-18 11:33:21,0.3,0.0
M7_2,40.0,,9,9.14,10,2024-10-18 11:33:38,0.1,2.0
