Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M8_2,32.0,29.81,9,9.33,30,2024-10-21 15:38:26,0.1,0.0
M8_2,32.0,31.28,9,9.77,50,2024-10-21 15:38:45,1.0,0.0
M8_2,40.0,39.1,9,9.81,20,2024-10-21 15:39:09,0.1,0.0
M8_2,24.0,29.33,9,9.11,35,2024-10-21 15:39:28,0.3,0.0
M8_2,24.0,21.99,9,9.48,60,2024-10-21 15:39:49,1.0,5.0
M8_2,32.0,29.33,9,9.04,5,2024-10-21 15:40:09,0.0,0.0
M8_2,40.0,38.61,9,9.51,40,2024-10-21 15:40:33,0.3,3.0
M8_2,32.0,33.24,9,9.58,25,2024-10-21 15:40:55,0.3,0.0
M8_2,24.0,23.95,9,9.91,40,2024-10-21 15:41:17,0.3,3.0
M8_2,24.0,22.48,9,9.47,50,2024-10-21 15:41:38,1.0,0.0
M8_2,32.0,30.79,9,9.03,50,2024-10-21 15:42:04,1.0,5.0
M8_2,40.0,40.08,9,9.04,30,2024-10-21 15:42:25,0.1,2.0
M8_2,24.0,28.84,9,9.42,25,2024-10-21 15:42:46,0.1,2.0
M8_2,24.0,21.99,9,9.06,30,2024-10-21 15:43:06,0.1,0.0
M8_2,40.0,37.15,9,9.42,50,2024-10-21 15:43:32,0.5,4.0
M8_2,40.0,40.08,9,9.11,10,2024-10-21 15:43:52,0.0,0.0
M8_2,32.0,34.21,9,9.53,25,2024-10-21 15:44:16,0.1,2.0
M8_2,24.0,25.42,9,9.04,10,2024-10-21 15:44:36,0.0,0.0
M8_2,40.0,35.19,9,9.65,35,2024-10-21 15:45:02,0.5,0.0
M8_2,32.0,33.72,9,9.53,45,2024-10-21 15:45:23,0.3,3.0
M8_2,24.0,25.42,9,9.29,30,2024-10-21 15:45:46,0.5,0.0
M8_2,24.0,22.97,9,9.33,50,2024-10-21 15:46:10,0.5,4.0
M8_2,40.0,38.12,9,9.67,55,2024-10-21 15:46:30,1.0,5.0
M8_2,32.0,33.72,9,9.79,40,2024-10-21 15:46:54,0.5,0.0
M8_2,40.0,38.61,9,9.33,45,2024-10-21 15:47:13,1.0,0.0
M8_2,32.0,33.24,9,9.61,50,2024-10-21 15:47:35,0.5,4.0
M8_2,40.0,40.08,9,9.74,15,2024-10-21 15:47:59,0.3,0.0
