Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M3_1,40.0,38.61,9,9.67,5,2024-10-12 22:17:06,1.0,5.0
M3_1,24.0,30.3,9,9.59,1.5,2024-10-12 22:17:27,0.3,0.0
M3_1,40.0,33.24,9,9.5,2,2024-10-12 22:17:50,0.1,2.0
M3_1,24.0,31.77,9,10.45,2.5,2024-10-12 22:18:18,0.5,0.0
M3_1,24.0,22.48,9,9.48,4.5,2024-10-12 22:18:43,0.5,4.0
M3_1,40.0,35.19,9,10.39,2,2024-10-12 22:19:08,0.5,0.0
M3_1,32.0,34.21,9,9.13,1.5,2024-10-12 22:19:34,0.3,0.0
M3_1,32.0,31.77,9,9.76,5,2024-10-12 22:19:54,1.0,5.0
M3_1,32.0,40.08,9,9.31,3,2024-10-12 22:20:15,0.3,3.0
M3_1,24.0,30.79,9,9.83,1.5,2024-10-12 22:20:37,0.1,2.0
M3_1,40.0,26.88,9,9.07,1.5,2024-10-12 22:21:07,0.3,0.0
M3_1,24.0,29.81,9,9.18,5.5,2024-10-12 22:21:33,1.0,5.0
M3_1,40.0,39.59,9,10.3,4.5,2024-10-12 22:21:57,0.5,4.0
M3_1,40.0,38.61,9,9.12,3.5,2024-10-12 22:22:21,0.3,3.0
M3_1,40.0,,9,9.06,1.2,2024-10-12 22:22:47,0.1,0.0
M3_1,40.0,40.57,9,9.28,1,2024-10-12 22:23:07,0.0,0.0
M3_1,24.0,38.12,9,10.42,3,2024-10-12 22:23:30,0.3,3.0
M3_1,32.0,40.08,9,9.59,4,2024-10-12 22:23:57,0.5,4.0
M3_1,24.0,25.42,9,9.78,3,2024-10-12 22:24:27,1.0,0.0
M3_1,32.0,29.81,9,10.33,1,2024-10-12 22:24:51,0.0,0.0
M3_1,24.0,27.86,9,10.22,1,2024-10-12 22:25:21,0.0,0.0
M3_1,24.0,23.95,9,10.36,1.2,2024-10-12 22:25:47,0.1,0.0
M3_1,32.0,29.33,9,9.42,1.2,2024-10-12 22:26:16,0.1,0.0
M3_1,32.0,30.3,9,9.15,2.5,2024-10-12 22:26:51,0.5,0.0
M3_1,32.0,31.77,9,9.07,2,2024-10-12 22:27:17,0.1,2.0
M3_1,32.0,31.77,9,9.04,4,2024-10-12 22:27:39,1.0,0.0
M3_1,40.0,36.17,9,9.13,3,2024-10-12 22:28:01,1.0,0.0
