Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M2_2,40.0,37.63,9,9.29,15,2024-10-11 20:07:04,0.0,0.0
M2_2,24.0,25.9,9,10.38,75,2024-10-11 20:07:28,1.0,5.0
M2_2,32.0,28.84,9,10.48,75,2024-10-11 20:07:51,0.3,0.0
M2_2,40.0,39.1,9,10.32,35,2024-10-11 20:08:14,1.0,0.0
M2_2,24.0,29.33,9,9.31,60,2024-10-11 20:08:36,0.3,0.0
M2_2,24.0,23.46,9,9.12,20,2024-10-11 20:08:57,1.0,0.0
M2_2,32.0,29.81,9,10.49,45,2024-10-11 20:09:20,0.5,4.0
M2_2,32.0,30.79,9,10.33,30,2024-10-11 20:09:43,1.0,0.0
M2_2,40.0,38.12,9,9.52,50,2024-10-11 20:10:07,0.3,3.0
M2_2,24.0,32.26,9,9.81,70,2024-10-11 20:10:27,0.1,2.0
M2_2,32.0,26.39,9,9.26,60,2024-10-11 20:10:48,0.3,3.0
M2_2,40.0,36.66,9,9.13,30,2024-10-11 20:11:10,0.1,0.0
M2_2,24.0,31.28,9,10.14,35,2024-10-11 20:11:33,0.3,3.0
M2_2,32.0,29.33,9,9.5,15,2024-10-11 20:11:54,0.1,2.0
M2_2,40.0,37.15,9,9.11,60,2024-10-11 20:12:15,0.1,2.0
M2_2,32.0,34.7,9,9.99,80,2024-10-11 20:12:37,1.0,5.0
M2_2,40.0,39.1,9,10.29,55,2024-10-11 20:13:03,1.0,5.0
M2_2,24.0,29.81,9,10.19,1,2024-10-11 20:13:24,0.0,0.0
M2_2,40.0,23.95,9,9.98,15,2024-10-11 20:13:48,0.3,0.0
M2_2,40.0,39.59,9,10.46,35,2024-10-11 20:14:08,0.5,0.0
M2_2,24.0,39.1,9,10.19,60,2024-10-11 20:14:28,0.5,4.0
M2_2,24.0,23.46,9,9.29,40,2024-10-11 20:14:49,0.5,0.0
M2_2,32.0,26.39,9,9.37,25,2024-10-11 20:15:08,0.0,0.0
M2_2,32.0,29.33,9,9.79,45,2024-10-11 20:15:30,0.1,0.0
M2_2,40.0,35.19,9,10.48,55,2024-10-11 20:15:55,0.5,4.0
M2_2,24.0,33.72,9,9.7,40,2024-10-11 20:16:18,0.1,0.0
M2_2,32.0,25.9,9,9.27,75,2024-10-11 20:16:37,0.5,0.0
