Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F1_3,40.0,39.59,9,9.75,30,2024-10-10 15:31:15,0.3,0.0
F1_3,40.0,39.59,9,9.78,63,2024-10-10 15:31:36,1.0,0.0
F1_3,24.0,31.28,9,9.16,66,2024-10-10 15:31:54,0.3,3.0
F1_3,24.0,22.48,9,9.35,39,2024-10-10 15:32:16,0.1,2.0
F1_3,24.0,22.97,9,9.03,55,2024-10-10 15:32:35,0.5,0.0
F1_3,24.0,22.97,9,9.88,59,2024-10-10 15:32:57,1.0,0.0
F1_3,24.0,23.46,9,9.85,35,2024-10-10 15:33:21,0.1,0.0
F1_3,40.0,37.15,9,9.51,9,2024-10-10 15:33:40,0.0,0.0
F1_3,24.0,33.24,9,9.48,65,2024-10-10 15:34:03,1.0,5.0
F1_3,40.0,37.15,9,9.46,69,2024-10-10 15:34:24,1.0,5.0
F1_3,24.0,30.3,9,9.77,72,2024-10-10 15:34:41,0.5,4.0
F1_3,32.0,26.88,9,9.87,54,2024-10-10 15:35:07,0.5,0.0
F1_3,40.0,39.59,9,9.3,14,2024-10-10 15:35:27,0.1,0.0
F1_3,32.0,33.24,9,9.58,54,2024-10-10 15:35:53,1.0,0.0
F1_3,40.0,40.57,9,9.24,66,2024-10-10 15:36:16,0.5,0.0
F1_3,32.0,32.75,9,9.12,10,2024-10-10 15:36:35,0.0,0.0
F1_3,32.0,32.26,9,9.04,63,2024-10-10 15:36:56,1.0,5.0
F1_3,32.0,31.77,9,9.84,65,2024-10-10 15:37:21,0.5,4.0
F1_3,32.0,32.75,9,9.46,36,2024-10-10 15:37:40,0.3,0.0
F1_3,24.0,27.86,9,9.63,13,2024-10-10 15:38:03,0.0,0.0
F1_3,40.0,56.21,9,9.07,66,2024-10-10 15:38:31,0.5,4.0
F1_3,24.0,31.28,9,9.46,37,2024-10-10 15:39:05,0.3,0.0
F1_3,32.0,30.3,9,9.97,62,2024-10-10 15:39:29,0.3,3.0
F1_3,32.0,31.28,9,9.83,35,2024-10-10 15:39:51,0.1,0.0
F1_3,40.0,39.59,9,9.89,65,2024-10-10 15:40:15,0.3,3.0
F1_3,32.0,31.77,9,9.61,48,2024-10-10 15:40:42,0.1,2.0
F1_3,40.0,40.57,9,9.52,53,2024-10-10 15:41:09,0.1,2.0
