Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M3_2,32.0,13.2,9,10.31,3,2024-10-12 22:29:09,1.0,0.0
M3_2,32.0,31.28,9,10.06,2,2024-10-12 22:29:41,0.5,0.0
M3_2,32.0,30.79,9,9.21,1,2024-10-12 22:29:59,0.0,0.0
M3_2,32.0,31.28,9,9.52,1.5,2024-10-12 22:30:23,0.3,0.0
M3_2,32.0,32.26,9,9.86,4.5,2024-10-12 22:30:45,0.5,4.0
M3_2,32.0,32.26,9,10.18,1.5,2024-10-12 22:31:09,0.1,0.0
M3_2,24.0,29.33,9,9.37,4,2024-10-12 22:31:38,1.0,0.0
M3_2,40.0,37.63,9,10.28,4,2024-10-12 22:31:59,0.3,3.0
M3_2,40.0,39.59,9,9.06,1.2,2024-10-12 22:32:23,0.1,0.0
M3_2,24.0,32.26,9,10.31,3,2024-10-12 22:32:44,0.3,3.0
M3_2,24.0,23.46,9,9.68,2.5,2024-10-12 22:33:04,0.1,2.0
M3_2,40.0,26.88,9,10.39,2,2024-10-12 22:33:24,0.5,0.0
M3_2,40.0,38.61,9,9.51,2,2024-10-12 22:33:43,0.3,0.0
M3_2,40.0,42.03,9,10.22,3.5,2024-10-12 22:34:07,1.0,0.0
M3_2,32.0,34.7,9,10.16,6,2024-10-12 22:34:36,1.0,5.0
M3_2,40.0,39.59,9,10.45,2,2024-10-12 22:35:00,0.1,2.0
M3_2,24.0,36.66,9,9.06,2,2024-10-12 22:35:21,0.5,0.0
M3_2,32.0,27.37,9,10.49,4,2024-10-12 22:35:46,0.3,3.0
M3_2,32.0,29.81,9,9.06,2,2024-10-12 22:36:06,0.1,2.0
M3_2,40.0,32.75,9,10.16,1,2024-10-12 22:36:26,0.0,0.0
M3_2,40.0,40.08,9,9.62,5.5,2024-10-12 22:36:55,1.0,5.0
M3_2,24.0,29.81,9,9.35,5.5,2024-10-12 22:37:24,1.0,5.0
M3_2,24.0,24.93,9,9.37,4.5,2024-10-12 22:37:47,0.5,4.0
M3_2,40.0,29.33,9,9.04,4,2024-10-12 22:38:12,0.5,4.0
M3_2,24.0,30.79,9,9.48,2,2024-10-12 22:38:34,0.3,0.0
M3_2,24.0,22.97,9,10.22,1.5,2024-10-12 22:38:57,0.1,0.0
M3_2,24.0,22.97,9,10.02,1,2024-10-12 22:39:14,0.0,0.0
