Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M5_4,40.0,36.66,9,9.5,5,2024-10-14 21:56:09,0.1,0.0
M5_4,24.0,26.88,9,10.46,60,2024-10-14 21:56:31,0.3,3.0
M5_4,32.0,28.84,9,9.33,5,2024-10-14 21:56:54,0.1,0.0
M5_4,24.0,24.93,9,9.02,75,2024-10-14 21:57:14,1.0,5.0
M5_4,24.0,,9,9.99,65,2024-10-14 21:57:35,1.0,0.0
M5_4,32.0,24.44,9,9.47,10,2024-10-14 21:57:55,0.1,2.0
M5_4,32.0,30.79,9,9.01,0,2024-10-14 21:58:13,0.0,0.0
M5_4,24.0,29.81,9,10.05,80,2024-10-14 21:58:35,0.5,4.0
M5_4,32.0,26.39,9,9.34,20,2024-10-14 21:58:56,0.3,0.0
M5_4,24.0,28.35,9,9.02,0,2024-10-14 21:59:13,0.0,0.0
M5_4,32.0,23.46,9,9.97,80,2024-10-14 21:59:36,1.0,5.0
M5_4,24.0,27.37,9,9.74,5,2024-10-14 21:59:54,0.1,0.0
M5_4,40.0,23.46,9,10.05,85,2024-10-14 22:00:19,0.5,4.0
M5_4,40.0,38.12,9,10.13,40,2024-10-14 22:00:40,0.3,3.0
M5_4,24.0,37.63,9,10.14,35,2024-10-14 22:01:05,0.5,0.0
M5_4,32.0,30.3,9,9.93,20,2024-10-14 22:01:23,0.5,0.0
M5_4,24.0,30.3,9,9.54,20,2024-10-14 22:01:47,0.1,2.0
M5_4,40.0,33.24,9,10.24,30,2024-10-14 22:02:09,0.5,0.0
M5_4,32.0,36.17,9,10.49,65,2024-10-14 22:02:30,1.0,0.0
M5_4,32.0,31.28,9,9.24,45,2024-10-14 22:02:49,0.3,3.0
M5_4,24.0,30.79,9,9.73,10,2024-10-14 22:03:08,0.3,0.0
M5_4,32.0,24.44,9,9.86,70,2024-10-14 22:03:28,0.5,4.0
M5_4,40.0,31.77,9,9.53,15,2024-10-14 22:03:50,0.3,0.0
M5_4,40.0,31.77,9,9.26,65,2024-10-14 22:04:12,1.0,0.0
M5_4,40.0,40.57,9,9.18,80,2024-10-14 22:04:30,1.0,5.0
M5_4,40.0,,9,9.24,15,2024-10-14 22:04:49,0.1,2.0
M5_4,40.0,,9,10.42,1,2024-10-14 22:05:10,0.0,0.0
