Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M4_2,24.0,23.95,9,10.15,4,2024-10-14 20:09:07,0.5,0.0
M4_2,40.0,38.12,9,9.66,3,2024-10-14 20:09:35,0.1,0.0
M4_2,32.0,32.26,9,10.27,6,2024-10-14 20:09:56,0.5,4.0
M4_2,24.0,31.28,9,9.67,2.8,2024-10-14 20:10:23,0.1,0.0
M4_2,32.0,29.33,9,9.21,4,2024-10-14 20:10:49,0.3,3.0
M4_2,40.0,38.12,9,9.62,4.7,2024-10-14 20:11:23,1.0,0.0
M4_2,32.0,32.75,9,10.1,5,2024-10-14 20:11:54,1.0,0.0
M4_2,32.0,31.77,9,10.13,2.8,2024-10-14 20:12:21,0.1,2.0
M4_2,32.0,31.77,9,10.4,3,2024-10-14 20:12:50,0.3,0.0
M4_2,24.0,25.9,9,9.75,3.5,2024-10-14 20:13:14,0.1,2.0
M4_2,24.0,23.95,9,9.74,7,2024-10-14 20:13:36,0.5,4.0
M4_2,32.0,25.9,9,9.57,4.6,2024-10-14 20:14:06,0.5,0.0
M4_2,32.0,31.28,9,9.61,8,2024-10-14 20:14:36,1.0,5.0
M4_2,24.0,24.93,9,9.51,2,2024-10-14 20:14:57,0.3,0.0
M4_2,40.0,26.39,9,9.49,8,2024-10-14 20:15:28,1.0,5.0
M4_2,32.0,32.26,9,9.95,1.6,2024-10-14 20:15:57,0.1,0.0
M4_2,32.0,31.77,9,9.92,1,2024-10-14 20:16:19,0.0,0.0
M4_2,40.0,35.68,9,9.25,3.6,2024-10-14 20:16:46,0.1,2.0
M4_2,40.0,40.08,9,9.04,4,2024-10-14 20:17:16,0.5,0.0
M4_2,40.0,40.08,9,10.04,4.8,2024-10-14 20:17:44,0.3,3.0
M4_2,40.0,39.59,9,10.09,1.5,2024-10-14 20:18:10,0.3,0.0
M4_2,40.0,37.63,9,9.51,5.7,2024-10-14 20:18:37,0.5,4.0
M4_2,24.0,31.77,9,10.03,7,2024-10-14 20:19:02,1.0,5.0
M4_2,24.0,24.44,9,9.39,4,2024-10-14 20:19:25,1.0,0.0
M4_2,24.0,25.9,9,9.98,4.8,2024-10-14 20:19:52,0.3,3.0
M4_2,40.0,36.66,9,9.74,0,2024-10-14 20:20:24,0.0,0.0
M4_2,24.0,27.37,9,9.82,0,2024-10-14 20:20:52,0.0,0.0
