Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M5_2,24.0,24.44,9,9.57,10,2024-10-14 21:30:40,0.3,0.0
M5_2,40.0,34.7,9,9.07,55,2024-10-14 21:31:06,0.3,3.0
M5_2,40.0,38.61,9,9.37,15,2024-10-14 21:31:35,0.1,2.0
M5_2,40.0,,9,9.75,1,2024-10-14 21:31:58,0.0,0.0
M5_2,40.0,40.08,9,9.07,85,2024-10-14 21:32:22,1.0,5.0
M5_2,24.0,31.77,9,9.87,10,2024-10-14 21:32:48,0.1,2.0
M5_2,24.0,23.46,9,10.33,65,2024-10-14 21:33:15,1.0,0.0
M5_2,32.0,29.33,9,10.46,60,2024-10-14 21:33:41,1.0,0.0
M5_2,40.0,37.63,9,9.57,25,2024-10-14 21:34:03,0.5,0.0
M5_2,40.0,39.59,9,10.38,5,2024-10-14 21:34:27,0.1,0.0
M5_2,40.0,39.59,9,10.47,70,2024-10-14 21:34:53,0.5,4.0
M5_2,32.0,35.19,9,9.0,15,2024-10-14 21:35:12,0.1,2.0
M5_2,24.0,50.34,9,10.4,20,2024-10-14 21:35:40,0.5,0.0
M5_2,32.0,28.35,9,10.26,15,2024-10-14 21:36:05,0.3,0.0
M5_2,32.0,29.33,9,10.03,60,2024-10-14 21:36:29,0.3,3.0
M5_2,24.0,27.37,9,10.17,80,2024-10-14 21:36:52,1.0,5.0
M5_2,40.0,29.81,9,9.88,10,2024-10-14 21:37:14,0.3,0.0
M5_2,40.0,,9,9.78,65,2024-10-14 21:37:37,1.0,0.0
M5_2,24.0,36.66,9,9.41,0,2024-10-14 21:37:56,0.0,0.0
M5_2,32.0,24.93,9,10.09,90,2024-10-14 21:38:22,1.0,5.0
M5_2,32.0,30.3,9,9.63,70,2024-10-14 21:38:46,0.5,4.0
M5_2,32.0,32.26,9,10.49,5,2024-10-14 21:39:08,0.1,0.0
M5_2,24.0,31.28,9,10.19,75,2024-10-14 21:39:33,0.5,4.0
M5_2,32.0,29.81,9,10.23,15,2024-10-14 21:39:55,0.5,0.0
M5_2,24.0,29.33,9,9.33,5,2024-10-14 21:40:16,0.1,0.0
M5_2,32.0,24.93,9,9.78,2,2024-10-14 21:40:39,0.0,0.0
M5_2,24.0,28.35,9,9.29,45,2024-10-14 21:41:05,0.3,3.0
