Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M4_3,24.0,24.44,9,9.43,0,2024-10-14 20:30:24,0.0,0.0
M4_3,40.0,24.93,9,9.56,2.8,2024-10-14 20:30:53,0.1,0.0
M4_3,24.0,24.93,9,10.17,3,2024-10-14 20:31:19,0.3,0.0
M4_3,32.0,25.42,9,9.72,5,2024-10-14 20:31:46,0.3,3.0
M4_3,32.0,25.42,9,9.03,6,2024-10-14 20:32:04,0.5,4.0
M4_3,32.0,23.95,9,10.2,7,2024-10-14 20:32:27,1.0,5.0
M4_3,40.0,25.42,9,9.45,5.3,2024-10-14 20:32:53,0.5,4.0
M4_3,32.0,24.93,9,9.26,0,2024-10-14 20:33:13,0.0,0.0
M4_3,40.0,25.42,9,10.41,3.7,2024-10-14 20:33:42,0.3,3.0
M4_3,40.0,25.42,9,9.73,2,2024-10-14 20:34:04,0.3,0.0
M4_3,40.0,25.42,9,10.41,0,2024-10-14 20:34:22,0.0,0.0
M4_3,40.0,26.39,9,10.3,3,2024-10-14 20:34:41,0.5,0.0
M4_3,24.0,25.42,9,9.52,4.6,2024-10-14 20:35:09,1.0,0.0
M4_3,24.0,25.42,9,9.14,4.9,2024-10-14 20:35:39,0.5,4.0
M4_3,32.0,24.93,9,10.33,1.4,2024-10-14 20:36:06,0.1,0.0
M4_3,40.0,24.93,9,10.26,4,2024-10-14 20:36:40,1.0,0.0
M4_3,24.0,25.42,9,10.06,8,2024-10-14 20:37:01,1.0,5.0
M4_3,24.0,25.42,9,9.73,2.2,2024-10-14 20:37:24,0.1,2.0
M4_3,24.0,25.9,9,9.2,4.2,2024-10-14 20:37:51,0.3,3.0
M4_3,40.0,37.63,9,9.27,8,2024-10-14 20:38:13,1.0,5.0
M4_3,32.0,37.15,9,10.43,2.4,2024-10-14 20:38:42,0.3,0.0
M4_3,40.0,39.1,9,9.49,2,2024-10-14 20:39:01,0.1,2.0
M4_3,24.0,39.1,9,10.42,1.7,2024-10-14 20:39:21,0.1,0.0
M4_3,32.0,23.46,9,9.45,3,2024-10-14 20:39:40,0.5,0.0
M4_3,32.0,30.3,9,9.98,4.6,2024-10-14 20:40:05,1.0,0.0
M4_3,32.0,31.28,9,9.84,2.9,2024-10-14 20:40:35,0.1,2.0
M4_3,24.0,25.42,9,9.7,3.4,2024-10-14 20:40:59,0.5,0.0
