Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F2_2,32.0,33.24,9,9.5,1.5,2024-10-10 17:21:47,0.3,0.0
F2_2,32.0,31.28,9,9.64,1.3,2024-10-10 17:22:09,0.5,4.0
F2_2,24.0,25.42,9,9.7,1.3,2024-10-10 17:22:32,0.3,3.0
F2_2,24.0,18.08,9,9.1,1.2,2024-10-10 17:22:52,1.0,0.0
F2_2,32.0,29.33,9,9.35,1.1,2024-10-10 17:23:25,0.1,0.0
F2_2,32.0,31.28,9,9.14,1.3,2024-10-10 17:23:44,1.0,5.0
F2_2,24.0,25.9,9,9.82,1.2,2024-10-10 17:24:09,0.5,0.0
F2_2,32.0,30.3,9,9.55,0.8,2024-10-10 17:24:37,0.0,0.0
F2_2,40.0,40.08,9,9.11,1.2,2024-10-10 17:24:58,0.3,0.0
F2_2,40.0,39.59,9,9.02,1,2024-10-10 17:25:20,0.5,4.0
F2_2,40.0,40.08,9,9.5,0.9,2024-10-10 17:25:40,0.3,3.0
F2_2,32.0,33.24,9,9.31,1.5,2024-10-10 17:26:05,0.1,2.0
F2_2,40.0,40.08,9,9.33,1.2,2024-10-10 17:26:31,1.0,5.0
F2_2,40.0,40.57,9,9.34,0.5,2024-10-10 17:26:58,0.0,0.0
F2_2,32.0,32.75,9,9.06,1.3,2024-10-10 17:27:19,0.3,3.0
F2_2,24.0,23.95,9,9.93,0.9,2024-10-10 17:27:43,1.0,5.0
F2_2,24.0,38.12,9,9.14,1.0,2024-10-10 17:28:05,0.1,2.0
F2_2,40.0,36.66,9,9.84,0.9,2024-10-10 17:28:32,1.0,0.0
F2_2,40.0,40.08,9,9.14,1.0,2024-10-10 17:29:06,0.1,2.0
F2_2,24.0,31.28,9,9.1,0.4,2024-10-10 17:29:30,0.0,0.0
F2_2,24.0,21.99,9,9.17,0.9,2024-10-10 17:29:55,0.1,0.0
F2_2,32.0,29.33,9,9.44,1.0,2024-10-10 17:30:20,0.5,0.0
F2_2,32.0,30.3,9,9.75,1.1,2024-10-10 17:30:50,1.0,0.0
F2_2,40.0,40.57,9,9.28,1.0,2024-10-10 17:31:18,0.1,0.0
F2_2,24.0,30.3,9,9.16,0.9,2024-10-10 17:31:45,0.5,4.0
F2_2,40.0,32.26,9,10.0,0.9,2024-10-10 17:32:13,0.5,0.0
F2_2,24.0,29.81,9,9.0,1.0,2024-10-10 17:32:47,0.3,0.0
