Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
F1_2,32.0,29.33,9,9.65,10,2024-10-10 15:15:42,0.0,0.0
F1_2,32.0,30.79,9,9.92,50,2024-10-10 15:16:07,0.3,0.0
F1_2,32.0,31.28,9,9.76,65,2024-10-10 15:16:25,0.3,3.0
F1_2,32.0,,9,9.72,47,2024-10-10 15:16:45,0.1,0.0
F1_2,24.0,26.88,9,9.74,65,2024-10-10 15:17:11,0.1,2.0
F1_2,40.0,39.1,9,9.93,68,2024-10-10 15:17:31,1.0,5.0
F1_2,24.0,32.75,9,9.87,72,2024-10-10 15:17:53,0.3,3.0
F1_2,32.0,28.35,9,9.85,68,2024-10-10 15:18:22,1.0,5.0
F1_2,40.0,40.57,9,9.8,52,2024-10-10 15:18:47,0.1,2.0
F1_2,32.0,32.75,9,9.09,60,2024-10-10 15:19:07,1.0,0.0
F1_2,24.0,28.35,9,9.17,70,2024-10-10 15:19:31,1.0,0.0
F1_2,24.0,23.46,9,9.16,73,2024-10-10 15:19:50,1.0,5.0
F1_2,40.0,34.7,9,9.39,67,2024-10-10 15:20:12,1.0,0.0
F1_2,32.0,32.26,9,9.4,69,2024-10-10 15:20:39,0.5,4.0
F1_2,32.0,32.26,9,9.35,48,2024-10-10 15:21:00,0.1,2.0
F1_2,40.0,41.06,9,9.9,68,2024-10-10 15:21:21,0.5,4.0
F1_2,40.0,40.57,9,9.03,34,2024-10-10 15:21:43,0.3,0.0
F1_2,24.0,29.33,9,9.86,48,2024-10-10 15:22:09,0.5,0.0
F1_2,24.0,23.46,9,9.56,35,2024-10-10 15:22:31,0.1,0.0
F1_2,40.0,38.61,9,9.87,52,2024-10-10 15:22:55,0.5,0.0
F1_2,40.0,39.59,9,9.42,9,2024-10-10 15:23:14,0.0,0.0
F1_2,40.0,40.08,9,9.19,65,2024-10-10 15:23:38,0.3,3.0
F1_2,40.0,,9,9.19,32,2024-10-10 15:24:05,0.1,0.0
F1_2,24.0,30.3,9,9.9,35,2024-10-10 15:24:29,0.3,0.0
F1_2,24.0,22.48,9,9.6,12,2024-10-10 15:24:48,0.0,0.0
F1_2,24.0,22.97,9,9.36,67,2024-10-10 15:25:10,0.5,4.0
F1_2,32.0,29.81,9,9.71,52,2024-10-10 15:25:28,0.5,0.0
