Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M2_3,24.0,24.44,9,9.44,10,2024-10-11 20:19:21,0.0,0.0
M2_3,24.0,34.7,9,9.48,80,2024-10-11 20:19:40,0.1,0.0
M2_3,24.0,25.9,9,10.16,70,2024-10-11 20:20:00,0.5,0.0
M2_3,32.0,23.95,9,10.13,100,2024-10-11 20:20:20,0.5,4.0
M2_3,24.0,29.81,9,9.27,30,2024-10-11 20:20:39,0.3,0.0
M2_3,40.0,24.93,9,10.05,70,2024-10-11 20:21:00,0.5,4.0
M2_3,40.0,39.1,9,9.85,60,2024-10-11 20:21:23,0.3,3.0
M2_3,24.0,35.68,9,9.95,70,2024-10-11 20:21:43,1.0,5.0
M2_3,32.0,24.44,9,9.39,35,2024-10-11 20:22:01,1.0,5.0
M2_3,24.0,29.81,9,9.05,15,2024-10-11 20:22:23,1.0,0.0
M2_3,32.0,28.35,9,10.29,40,2024-10-11 20:22:45,0.3,3.0
M2_3,40.0,33.24,9,9.13,5,2024-10-11 20:23:02,0.0,0.0
M2_3,40.0,43.01,9,10.4,20,2024-10-11 20:23:23,1.0,0.0
M2_3,24.0,37.15,9,9.86,80,2024-10-11 20:23:48,0.3,3.0
M2_3,40.0,32.75,9,9.61,15,2024-10-11 20:24:11,0.1,0.0
M2_3,40.0,39.1,9,10.05,90,2024-10-11 20:24:31,1.0,5.0
M2_3,24.0,38.12,9,9.92,80,2024-10-11 20:24:53,0.5,4.0
M2_3,32.0,25.42,9,9.45,50,2024-10-11 20:25:12,0.1,2.0
M2_3,32.0,29.81,9,9.31,20,2024-10-11 20:25:31,0.5,0.0
M2_3,24.0,30.79,9,10.03,50,2024-10-11 20:25:51,0.1,2.0
M2_3,32.0,24.93,9,9.95,25,2024-10-11 20:26:15,1.0,0.0
M2_3,40.0,36.66,9,10.07,25,2024-10-11 20:26:35,0.3,0.0
M2_3,32.0,38.61,9,9.27,30,2024-10-11 20:26:56,0.1,0.0
M2_3,32.0,31.77,9,9.06,55,2024-10-11 20:27:18,0.3,0.0
M2_3,32.0,31.28,9,10.31,5,2024-10-11 20:27:37,0.0,0.0
M2_3,40.0,32.26,9,9.38,40,2024-10-11 20:27:57,0.5,0.0
M2_3,40.0,39.59,9,9.31,75,2024-10-11 20:28:17,0.1,2.0
