Name,Setpoint,Achieved Temperature,Time Interval (s),Time to Reach (s),Feedback,Time Stamp,Maxforce,Rendering
M5_3,32.0,29.33,9,9.02,10,2024-10-14 21:43:04,0.1,0.0
M5_3,32.0,29.81,9,10.19,65,2024-10-14 21:43:28,0.3,3.0
M5_3,32.0,31.28,9,9.46,80,2024-10-14 21:43:52,1.0,5.0
M5_3,40.0,40.08,9,9.15,25,2024-10-14 21:44:13,0.1,2.0
M5_3,24.0,31.28,9,10.47,85,2024-10-14 21:44:42,1.0,5.0
M5_3,24.0,23.95,9,10.09,15,2024-10-14 21:45:05,0.1,0.0
M5_3,40.0,29.81,9,9.76,90,2024-10-14 21:45:34,1.0,5.0
M5_3,40.0,39.59,9,9.8,80,2024-10-14 21:45:58,0.5,4.0
M5_3,32.0,34.7,9,9.73,75,2024-10-14 21:46:20,0.5,4.0
M5_3,40.0,33.72,9,9.56,20,2024-10-14 21:46:39,0.1,0.0
M5_3,40.0,40.08,9,10.28,1,2024-10-14 21:46:59,0.0,0.0
M5_3,32.0,39.1,9,9.8,60,2024-10-14 21:47:19,0.5,0.0
M5_3,24.0,30.3,9,10.34,75,2024-10-14 21:47:44,0.5,4.0
M5_3,32.0,28.84,9,9.88,25,2024-10-14 21:48:08,0.3,0.0
M5_3,40.0,33.24,9,9.64,65,2024-10-14 21:48:31,0.3,3.0
M5_3,24.0,35.19,9,9.36,50,2024-10-14 21:48:54,0.3,3.0
M5_3,32.0,28.84,9,10.36,1,2024-10-14 21:49:16,0.0,0.0
M5_3,40.0,33.72,9,9.27,65,2024-10-14 21:49:39,1.0,0.0
M5_3,24.0,35.19,9,9.31,60,2024-10-14 21:49:59,1.0,0.0
M5_3,32.0,25.42,9,10.06,75,2024-10-14 21:50:22,1.0,0.0
M5_3,24.0,28.35,9,10.2,30,2024-10-14 21:50:44,0.5,0.0
M5_3,24.0,,9,9.1,10,2024-10-14 21:51:02,0.3,0.0
M5_3,32.0,25.9,9,9.76,30,2024-10-14 21:51:23,0.1,2.0
M5_3,24.0,30.3,9,9.49,25,2024-10-14 21:51:42,0.1,2.0
M5_3,40.0,24.93,9,10.01,35,2024-10-14 21:52:06,0.5,0.0
M5_3,40.0,39.59,9,10.3,25,2024-10-14 21:52:26,0.3,0.0
M5_3,24.0,39.59,9,10.01,0,2024-10-14 21:52:45,0.0,0.0
