name,perception,maxforce,result,rendering,timestamp
eunchae_S,3,0.3,0.1,0.0,2024-08-27 17:14:06
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:14:13
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:14:17
eunchae_S,4,0.6,0.1,0.0,2024-08-27 17:14:22
eunchae_S,5,1.0,0.3,0.0,2024-08-27 17:14:25
eunchae_S,4,0.6,0.1,0.0,2024-08-27 17:14:30
eunchae_S,5,1.0,0.3,0.0,2024-08-27 17:14:34
eunchae_S,3,0.3,0.1,0.0,2024-08-27 17:14:38
eunchae_S,3,0.3,0.1,0.0,2024-08-27 17:14:42
eunchae_S,5,1.0,1.0,0.0,2024-08-27 17:14:47
eunchae_S,4,0.6,0.1,0.0,2024-08-27 17:14:51
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:14:56
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:15:02
eunchae_S,2,0.1,0.1,0.0,2024-08-27 17:15:13
eunchae_S,2,0.1,0.1,0.0,2024-08-27 17:15:17
eunchae_S,5,1.0,0.3,0.0,2024-08-27 17:15:22
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:15:26
eunchae_S,5,1.0,0.3,0.0,2024-08-27 17:15:31
eunchae_S,5,1.0,0.3,0.0,2024-08-27 17:15:35
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:15:40
eunchae_S,5,1.0,0.3,0.0,2024-08-27 17:15:46
eunchae_S,5,1.0,1.0,0.0,2024-08-27 17:15:50
eunchae_S,3,0.3,0.1,0.0,2024-08-27 17:15:55
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:16:01
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:16:05
eunchae_S,5,1.0,1.0,0.0,2024-08-27 17:16:10
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:16:14
eunchae_S,4,0.6,0.3,0.0,2024-08-27 17:16:18
eunchae_S,4,0.6,0.6,0.0,2024-08-27 17:16:29
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:16:36
eunchae_S,4,0.6,1.0,0.0,2024-08-27 17:16:43
eunchae_S,4,0.6,0.6,0.0,2024-08-27 17:16:49
eunchae_S,5,1.0,1.0,0.0,2024-08-27 17:16:56
eunchae_S,4,0.6,0.3,0.0,2024-08-27 17:17:01
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:17:06
eunchae_S,5,1.0,1.0,0.0,2024-08-27 17:17:11
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:17:15
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:17:20
eunchae_S,4,0.6,1.0,0.0,2024-08-27 17:17:28
eunchae_S,5,1.0,1.0,0.0,2024-08-27 17:17:32
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:17:37
eunchae_S,3,0.3,0.3,0.0,2024-08-27 17:17:40
eunchae_S,2,0.1,0.1,0.0,2024-08-27 17:17:44
eunchae_S,1,0.0,0.0,0.0,2024-08-27 17:17:48
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:17:54
eunchae_S,4,0.6,1.0,0.0,2024-08-27 17:17:58
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:18:03
eunchae_S,5,1.0,0.6,0.0,2024-08-27 17:18:07
eunchae_S,3,0.3,0.3,0.0,2024-08-27 17:18:11
eunchae_S,3,0.3,1.0,0.0,2024-08-27 17:18:18
