name,perception,maxforce,timestamp,result,rendering
taeyoon_E,5,1.0,2024-08-27 16:34:49,1.0,0.04
taeyoon_E,1,0.0,2024-08-27 16:34:54,0.0,0.04
taeyoon_E,5,1.0,2024-08-27 16:35:00,1.0,0.04
taeyoon_E,4,0.6,2024-08-27 16:35:05,1.0,0.04
taeyoon_E,5,1.0,2024-08-27 16:35:11,0.1,0.04
taeyoon_E,1,0.0,2024-08-27 16:35:15,0.0,0.04
taeyoon_E,1,0.0,2024-08-27 16:35:21,0.0,0.04
taeyoon_E,5,1.0,2024-08-27 16:35:27,0.3,0.04
taeyoon_E,3,0.3,2024-08-27 16:35:31,0.1,0.04
taeyoon_E,3,0.3,2024-08-27 16:35:35,1.0,0.04
taeyoon_E,1,0.0,2024-08-27 16:35:42,0.0,0.04
taeyoon_E,4,0.6,2024-08-27 16:35:47,1.0,0.04
taeyoon_E,5,1.0,2024-08-27 16:35:52,0.1,0.04
taeyoon_E,5,1.0,2024-08-27 16:35:58,0.6,0.04
taeyoon_E,5,1.0,2024-08-27 16:36:05,0.6,0.04
taeyoon_E,4,0.6,2024-08-27 16:36:09,0.1,0.04
taeyoon_E,3,0.3,2024-08-27 16:36:14,1.0,0.04
taeyoon_E,2,0.1,2024-08-27 16:36:18,0.1,0.04
taeyoon_E,1,0.0,2024-08-27 16:36:23,0.0,0.04
taeyoon_E,1,0.0,2024-08-27 16:36:28,0.0,0.04
taeyoon_E,5,1.0,2024-08-27 16:36:38,1.0,0.04
taeyoon_E,3,0.3,2024-08-27 16:36:45,0.3,0.04
taeyoon_E,4,0.6,2024-08-27 16:36:50,0.6,0.04
taeyoon_E,4,0.6,2024-08-27 16:36:57,0.3,0.04
taeyoon_E,3,0.3,2024-08-27 16:37:09,0.3,0.04
taeyoon_E,1,0.0,2024-08-27 16:37:13,0.0,0.04
taeyoon_E,4,0.6,2024-08-27 16:37:20,0.3,0.04
taeyoon_E,4,0.6,2024-08-27 16:37:26,0.6,0.04
taeyoon_E,2,0.1,2024-08-27 16:37:31,0.1,0.04
taeyoon_E,2,0.1,2024-08-27 16:37:36,0.3,0.04
taeyoon_E,3,0.3,2024-08-27 16:37:41,0.1,0.04
taeyoon_E,4,0.6,2024-08-27 16:37:47,0.1,0.04
taeyoon_E,4,0.6,2024-08-27 16:37:53,0.6,0.04
taeyoon_E,3,0.3,2024-08-27 16:37:58,0.6,0.04
taeyoon_E,4,0.6,2024-08-27 16:38:04,0.3,0.04
taeyoon_E,2,0.1,2024-08-27 16:38:08,0.6,0.04
taeyoon_E,3,0.3,2024-08-27 16:38:12,0.3,0.04
taeyoon_E,3,0.3,2024-08-27 16:38:17,0.1,0.04
taeyoon_E,1,0.0,2024-08-27 16:38:22,0.0,0.04
taeyoon_E,2,0.1,2024-08-27 16:38:27,0.3,0.04
taeyoon_E,3,0.3,2024-08-27 16:38:35,0.1,0.04
taeyoon_E,4,0.6,2024-08-27 16:38:41,0.6,0.04
taeyoon_E,4,0.6,2024-08-27 16:38:49,1.0,0.04
taeyoon_E,1,0.0,2024-08-27 16:38:54,0.0,0.04
taeyoon_E,2,0.1,2024-08-27 16:38:59,1.0,0.04
taeyoon_E,3,0.3,2024-08-27 16:39:04,0.6,0.04
taeyoon_E,1,0.0,2024-08-27 16:39:08,0.0,0.04
taeyoon_E,3,0.3,2024-08-27 16:39:20,0.6,0.04
taeyoon_E,3,0.3,2024-08-27 16:39:28,1.0,0.04
taeyoon_E,3,0.3,2024-08-27 16:39:36,0.3,0.04
