name,perception,maxforce,result,rendering,timestamp,Sequence
nayoung_I_1,3,0.3,0.3,0.0,2024-09-19 16:35:32,1
nayoung_I_1,3,0.3,0.3,0.0,2024-09-19 16:35:41,1
nayoung_I_1,1,0.0,0.0,0.0,2024-09-19 16:35:48,1
nayoung_I_1,4,0.5,1.0,0.0,2024-09-19 16:35:53,1
nayoung_I_1,4,0.5,0.5,0.0,2024-09-19 16:35:58,1
nayoung_I_1,3,0.3,0.3,0.0,2024-09-19 16:36:04,1
nayoung_I_1,1,0.0,0.0,0.0,2024-09-19 16:36:08,1
nayoung_I_1,2,0.1,0.1,0.0,2024-09-19 16:36:13,1
nayoung_I_1,2,0.1,0.1,0.0,2024-09-19 16:36:18,1
nayoung_I_1,5,1.0,0.5,0.0,2024-09-19 16:36:24,1
nayoung_I_1,5,1.0,0.5,0.0,2024-09-19 16:36:32,1
nayoung_I_1,1,0.0,0.0,0.0,2024-09-19 16:36:38,1
nayoung_I_1,4,0.5,1.0,0.0,2024-09-19 16:36:44,1
nayoung_I_1,3,0.3,0.3,0.0,2024-09-19 16:36:50,1
nayoung_I_1,4,0.5,1.0,0.0,2024-09-19 16:36:56,1
nayoung_I_1,5,1.0,0.5,0.0,2024-09-19 16:37:09,1
nayoung_I_1,3,0.3,0.1,0.0,2024-09-19 16:37:15,1
nayoung_I_1,4,0.5,1.0,0.0,2024-09-19 16:37:24,1
nayoung_I_1,1,0.0,0.0,0.0,2024-09-19 16:37:29,1
nayoung_I_1,2,0.1,0.1,0.0,2024-09-19 16:37:34,1
nayoung_I_1,1,0.0,0.0,0.0,2024-09-19 16:37:38,1
nayoung_I_1,2,0.1,0.1,0.0,2024-09-19 16:37:42,1
nayoung_I_1,3,0.3,0.5,0.0,2024-09-19 16:37:47,1
nayoung_I_1,4,0.5,1.0,0.0,2024-09-19 16:37:55,1
nayoung_I_1,3,0.3,0.3,0.0,2024-09-19 16:38:04,1
