name,perception,maxforce,result,rendering,Sequence,timestamp
dohoon_S_1,3,0.3,0.3,0.04,1,2024-09-20 16:33:06
dohoon_S_1,2,0.1,0.3,0.04,1,2024-09-20 16:33:24
dohoon_S_1,5,1.0,1.0,0.04,1,2024-09-20 16:33:33
dohoon_S_1,5,1.0,1.0,0.04,1,2024-09-20 16:34:18
dohoon_S_1,2,0.1,0.1,0.04,1,2024-09-20 16:34:23
dohoon_S_1,5,1.0,1.0,0.04,1,2024-09-20 16:34:30
dohoon_S_1,3,0.3,0.3,0.04,1,2024-09-20 16:34:34
dohoon_S_1,5,1.0,1.0,0.04,1,2024-09-20 16:34:38
dohoon_S_1,3,0.3,0.3,0.04,1,2024-09-20 16:34:41
dohoon_S_1,1,0.0,0.0,0.04,1,2024-09-20 16:34:46
dohoon_S_1,4,0.5,0.5,0.04,1,2024-09-20 16:34:50
dohoon_S_1,2,0.1,0.1,0.04,1,2024-09-20 16:34:54
dohoon_S_1,2,0.1,0.1,0.04,1,2024-09-20 16:34:58
dohoon_S_1,4,0.5,0.5,0.04,1,2024-09-20 16:35:04
dohoon_S_1,1,0.0,0.0,0.04,1,2024-09-20 16:35:08
dohoon_S_1,4,0.5,0.5,0.04,1,2024-09-20 16:35:13
dohoon_S_1,4,0.5,0.5,0.04,1,2024-09-20 16:35:16
dohoon_S_1,2,0.1,0.1,0.04,1,2024-09-20 16:35:22
dohoon_S_1,1,0.0,0.0,0.04,1,2024-09-20 16:35:26
dohoon_S_1,3,0.3,0.3,0.04,1,2024-09-20 16:35:30
dohoon_S_1,1,0.0,0.0,0.04,1,2024-09-20 16:35:35
dohoon_S_1,1,0.0,0.0,0.04,1,2024-09-20 16:35:38
dohoon_S_1,2,0.1,0.1,0.04,1,2024-09-20 16:35:50
dohoon_S_1,5,1.0,1.0,0.04,1,2024-09-20 16:35:54
dohoon_S_1,4,0.5,0.5,0.04,1,2024-09-20 16:35:58
