name,perception,maxforce,result,rendering,Sequence,timestamp
nayoung_I_4,3,0.3,0.1,0.0,1,2024-09-19 16:45:03
nayoung_I_4,5,1.0,1.0,0.0,1,2024-09-19 16:45:12
nayoung_I_4,4,0.5,0.5,0.0,1,2024-09-19 16:45:17
nayoung_I_4,5,1.0,0.3,0.0,1,2024-09-19 16:45:25
nayoung_I_4,5,1.0,1.0,0.0,1,2024-09-19 16:45:31
nayoung_I_4,2,0.1,0.0,0.0,1,2024-09-19 16:45:36
nayoung_I_4,4,0.5,1.0,0.0,1,2024-09-19 16:45:41
nayoung_I_4,4,0.5,0.5,0.0,1,2024-09-19 16:46:26
nayoung_I_4,1,0.0,0.0,0.0,1,2024-09-19 16:46:31
nayoung_I_4,3,0.3,0.1,0.0,1,2024-09-19 16:46:36
nayoung_I_4,4,0.5,0.5,0.0,1,2024-09-19 16:46:42
nayoung_I_4,4,0.5,0.3,0.0,1,2024-09-19 16:46:52
nayoung_I_4,3,0.3,0.1,0.0,1,2024-09-19 16:46:57
nayoung_I_4,1,0.0,0.0,0.0,1,2024-09-19 16:47:02
nayoung_I_4,4,0.5,0.5,0.0,1,2024-09-19 16:47:13
nayoung_I_4,5,1.0,1.0,0.0,1,2024-09-19 16:47:22
nayoung_I_4,3,0.3,0.1,0.0,1,2024-09-19 16:47:28
nayoung_I_4,4,0.5,1.0,0.0,1,2024-09-19 16:47:35
nayoung_I_4,3,0.3,0.3,0.0,1,2024-09-19 16:47:40
nayoung_I_4,3,0.3,0.3,0.0,1,2024-09-19 16:47:46
nayoung_I_4,2,0.1,0.0,0.0,1,2024-09-19 16:48:02
nayoung_I_4,4,0.5,0.3,0.0,1,2024-09-19 16:48:10
nayoung_I_4,1,0.0,0.0,0.0,1,2024-09-19 16:48:16
nayoung_I_4,5,1.0,0.5,0.0,1,2024-09-19 16:48:23
nayoung_I_4,3,0.3,0.1,0.0,1,2024-09-19 16:48:27
