name,perception,maxforce,result,rendering,Sequence,timestamp
jiyoung_I_3,5,1.0,1.0,0.0,2,2024-09-26 19:31:20
jiyoung_I_3,4,0.5,0.3,0.0,2,2024-09-26 19:31:59
jiyoung_I_3,1,0.0,0.0,0.0,2,2024-09-26 19:32:03
jiyoung_I_3,4,0.5,0.5,0.0,2,2024-09-26 19:32:22
jiyoung_I_3,3,0.3,0.3,0.0,2,2024-09-26 19:32:33
jiyoung_I_3,3,0.3,0.1,0.0,2,2024-09-26 19:33:21
jiyoung_I_3,2,0.1,0.1,0.0,2,2024-09-26 19:33:26
jiyoung_I_3,1,0.0,0.0,0.0,2,2024-09-26 19:33:29
jiyoung_I_3,5,1.0,1.0,0.0,2,2024-09-26 19:33:33
jiyoung_I_3,3,0.3,0.3,0.0,2,2024-09-26 19:33:41
jiyoung_I_3,2,0.1,0.1,0.0,2,2024-09-26 19:33:46
jiyoung_I_3,1,0.0,0.0,0.0,2,2024-09-26 19:33:49
jiyoung_I_3,2,0.1,0.1,0.0,2,2024-09-26 19:33:53
jiyoung_I_3,1,0.0,0.0,0.0,2,2024-09-26 19:33:57
jiyoung_I_3,5,1.0,1.0,0.0,2,2024-09-26 19:34:03
jiyoung_I_3,5,1.0,0.5,0.0,2,2024-09-26 19:34:10
jiyoung_I_3,5,1.0,1.0,0.0,2,2024-09-26 19:34:16
jiyoung_I_3,1,0.0,0.0,0.0,2,2024-09-26 19:34:20
jiyoung_I_3,5,1.0,1.0,0.0,2,2024-09-26 19:34:28
jiyoung_I_3,5,1.0,0.5,0.0,2,2024-09-26 19:34:38
jiyoung_I_3,3,0.3,0.3,0.0,2,2024-09-26 19:34:46
jiyoung_I_3,3,0.3,0.3,0.0,2,2024-09-26 19:34:52
jiyoung_I_3,2,0.1,0.1,0.0,2,2024-09-26 19:34:58
jiyoung_I_3,4,0.5,0.5,0.0,2,2024-09-26 19:35:04
jiyoung_I_3,4,0.5,0.5,0.0,2,2024-09-26 19:35:10
