name,perception,maxforce,result,rendering,timestamp,Sequence
minho_S_4,3,0.3,0.3,0.04,2024-09-12 17:53:04,2
minho_S_4,1,0.0,0.0,0.04,2024-09-12 17:53:15,2
minho_S_4,5,1.0,1.0,0.04,2024-09-12 17:53:24,2
minho_S_4,4,0.5,0.5,0.04,2024-09-12 17:53:48,2
minho_S_4,1,0.0,0.0,0.04,2024-09-12 17:53:56,2
minho_S_4,4,0.5,0.5,0.04,2024-09-12 17:54:09,2
minho_S_4,3,0.3,0.3,0.04,2024-09-12 17:54:16,2
minho_S_4,2,0.1,0.1,0.04,2024-09-12 17:54:24,2
minho_S_4,2,0.1,0.1,0.04,2024-09-12 17:54:34,2
minho_S_4,3,0.3,0.1,0.04,2024-09-12 17:54:44,2
minho_S_4,5,1.0,1.0,0.04,2024-09-12 17:54:50,2
minho_S_4,3,0.3,0.1,0.04,2024-09-12 17:55:08,2
minho_S_4,5,1.0,1.0,0.04,2024-09-12 17:55:18,2
minho_S_4,2,0.1,0.1,0.04,2024-09-12 17:55:27,2
minho_S_4,3,0.3,0.3,0.04,2024-09-12 17:55:34,2
minho_S_4,4,0.5,0.5,0.04,2024-09-12 17:55:41,2
minho_S_4,5,1.0,1.0,0.04,2024-09-12 17:55:48,2
minho_S_4,1,0.0,0.0,0.04,2024-09-12 17:55:56,2
minho_S_4,1,0.0,0.0,0.04,2024-09-12 17:56:06,2
minho_S_4,3,0.3,0.3,0.04,2024-09-12 17:56:15,2
minho_S_4,4,0.5,0.5,0.04,2024-09-12 17:56:22,2
minho_S_4,1,0.0,0.0,0.04,2024-09-12 17:56:29,2
minho_S_4,5,1.0,1.0,0.04,2024-09-12 17:56:35,2
minho_S_4,4,0.5,0.5,0.04,2024-09-12 17:56:47,2
minho_S_4,3,0.3,0.3,0.04,2024-09-12 17:57:07,2
