name,perception,maxforce,result,rendering,timestamp,Sequence
taeyoon_S_2,2,0.1,0.3,0.04,2024-09-13 14:13:28,1
taeyoon_S_2,4,0.5,1.0,0.04,2024-09-13 14:13:37,1
taeyoon_S_2,3,0.3,0.3,0.04,2024-09-13 14:13:45,1
taeyoon_S_2,2,0.1,0.5,0.04,2024-09-13 14:13:51,1
taeyoon_S_2,2,0.1,0.1,0.04,2024-09-13 14:13:58,1
taeyoon_S_2,3,0.3,0.5,0.04,2024-09-13 14:14:07,1
taeyoon_S_2,1,0.0,0.0,0.04,2024-09-13 14:14:10,1
taeyoon_S_2,1,0.0,0.0,0.04,2024-09-13 14:14:14,1
taeyoon_S_2,2,0.1,0.1,0.04,2024-09-13 14:14:22,1
taeyoon_S_2,3,0.3,0.1,0.04,2024-09-13 14:14:30,1
taeyoon_S_2,5,1.0,1.0,0.04,2024-09-13 14:14:35,1
taeyoon_S_2,2,0.1,0.1,0.04,2024-09-13 14:14:43,1
taeyoon_S_2,4,0.5,0.3,0.04,2024-09-13 14:14:51,1
taeyoon_S_2,5,1.0,0.3,0.04,2024-09-13 14:14:58,1
taeyoon_S_2,1,0.0,0.0,0.04,2024-09-13 14:15:03,1
taeyoon_S_2,4,0.5,0.1,0.04,2024-09-13 14:15:21,1
taeyoon_S_2,5,1.0,0.3,0.04,2024-09-13 14:15:28,1
taeyoon_S_2,1,0.0,0.0,0.04,2024-09-13 14:15:33,1
taeyoon_S_2,1,0.0,0.0,0.04,2024-09-13 14:15:38,1
taeyoon_S_2,5,1.0,1.0,0.04,2024-09-13 14:15:48,1
taeyoon_S_2,5,1.0,0.5,0.04,2024-09-13 14:15:56,1
taeyoon_S_2,4,0.5,0.5,0.04,2024-09-13 14:16:02,1
taeyoon_S_2,4,0.5,1.0,0.04,2024-09-13 14:16:09,1
taeyoon_S_2,2,0.1,1.0,0.04,2024-09-13 14:16:16,1
taeyoon_S_2,5,1.0,0.5,0.04,2024-09-13 14:16:23,1
