name,perception,maxforce,result,rendering,Sequence,timestamp
minho_I_1,3,0.3,0.1,0.0,1,2024-09-12 16:48:15
minho_I_1,5,1.0,0.5,0.0,1,2024-09-12 16:48:22
minho_I_1,2,0.1,0.1,0.0,1,2024-09-12 16:48:31
minho_I_1,5,1.0,1.0,0.0,1,2024-09-12 16:48:36
minho_I_1,1,0.0,0.0,0.0,1,2024-09-12 16:48:41
minho_I_1,5,1.0,1.0,0.0,1,2024-09-12 16:48:47
minho_I_1,3,0.3,0.3,0.0,1,2024-09-12 16:48:54
minho_I_1,2,0.1,0.3,0.0,1,2024-09-12 16:49:02
minho_I_1,2,0.1,0.1,0.0,1,2024-09-12 16:49:08
minho_I_1,4,0.5,0.3,0.0,1,2024-09-12 16:49:14
minho_I_1,4,0.5,0.5,0.0,1,2024-09-12 16:49:20
minho_I_1,3,0.3,0.3,0.0,1,2024-09-12 16:49:25
minho_I_1,2,0.1,0.3,0.0,1,2024-09-12 16:49:31
minho_I_1,4,0.5,0.5,0.0,1,2024-09-12 16:49:37
minho_I_1,1,0.0,0.1,0.0,1,2024-09-12 16:49:47
minho_I_1,4,0.5,0.5,0.0,1,2024-09-12 16:49:55
minho_I_1,1,0.0,0.0,0.0,1,2024-09-12 16:49:59
minho_I_1,4,0.5,1.0,0.0,1,2024-09-12 16:50:11
minho_I_1,4,0.5,1.0,0.0,1,2024-09-12 16:50:19
minho_I_1,5,1.0,1.0,0.0,1,2024-09-12 16:50:32
minho_I_1,1,0.0,0.0,0.0,1,2024-09-12 16:50:36
minho_I_1,1,0.0,0.0,0.0,1,2024-09-12 16:50:40
minho_I_1,2,0.1,0.5,0.0,1,2024-09-12 16:50:49
minho_I_1,1,0.0,0.0,0.0,1,2024-09-12 16:50:55
minho_I_1,2,0.1,0.1,0.0,1,2024-09-12 16:51:06
