name,perception,maxforce,result,rendering,timestamp,Sequence
minho_I_3,1,0.0,0.0,0.0,2024-09-12 16:58:24,1
minho_I_3,1,0.0,0.0,0.0,2024-09-12 16:58:32,1
minho_I_3,1,0.0,0.0,0.0,2024-09-12 16:58:38,1
minho_I_3,2,0.1,0.1,0.0,2024-09-12 16:59:00,1
minho_I_3,3,0.3,0.3,0.0,2024-09-12 16:59:23,1
minho_I_3,4,0.5,0.3,0.0,2024-09-12 16:59:32,1
minho_I_3,4,0.5,0.5,0.0,2024-09-12 16:59:42,1
minho_I_3,5,1.0,1.0,0.0,2024-09-12 16:59:47,1
minho_I_3,4,0.5,0.5,0.0,2024-09-12 16:59:55,1
minho_I_3,3,0.3,0.1,0.0,2024-09-12 17:00:10,1
minho_I_3,3,0.3,0.3,0.0,2024-09-12 17:00:20,1
minho_I_3,2,0.1,0.1,0.0,2024-09-12 17:00:26,1
minho_I_3,2,0.1,0.1,0.0,2024-09-12 17:00:36,1
minho_I_3,1,0.0,0.0,0.0,2024-09-12 17:00:43,1
minho_I_3,4,0.5,0.5,0.0,2024-09-12 17:00:53,1
minho_I_3,5,1.0,1.0,0.0,2024-09-12 17:00:58,1
minho_I_3,3,0.3,0.1,0.0,2024-09-12 17:01:06,1
minho_I_3,4,0.5,0.3,0.0,2024-09-12 17:01:47,1
minho_I_3,4,0.5,0.5,0.0,2024-09-12 17:01:54,1
minho_I_3,5,1.0,1.0,0.0,2024-09-12 17:01:59,1
minho_I_3,4,0.5,0.5,0.0,2024-09-12 17:02:05,1
minho_I_3,1,0.0,0.0,0.0,2024-09-12 17:02:15,1
minho_I_3,5,1.0,1.0,0.0,2024-09-12 17:02:24,1
minho_I_3,3,0.3,0.3,0.0,2024-09-12 17:02:32,1
minho_I_3,5,1.0,1.0,0.0,2024-09-12 17:02:39,1
