name,perception,maxforce,result,rendering,timestamp,Sequence
dohoon_S_2,3,0.3,0.3,0.04,2024-09-20 16:42:33,1
dohoon_S_2,2,0.1,0.1,0.04,2024-09-20 16:42:38,1
dohoon_S_2,1,0.0,0.0,0.04,2024-09-20 16:42:41,1
dohoon_S_2,1,0.0,0.0,0.04,2024-09-20 16:42:45,1
dohoon_S_2,4,0.5,0.5,0.04,2024-09-20 16:42:49,1
dohoon_S_2,5,1.0,0.5,0.04,2024-09-20 16:43:01,1
dohoon_S_2,4,0.5,0.5,0.04,2024-09-20 16:43:08,1
dohoon_S_2,5,1.0,1.0,0.04,2024-09-20 16:43:14,1
dohoon_S_2,5,1.0,1.0,0.04,2024-09-20 16:43:18,1
dohoon_S_2,2,0.1,0.1,0.04,2024-09-20 16:43:22,1
dohoon_S_2,3,0.3,0.3,0.04,2024-09-20 16:43:26,1
dohoon_S_2,5,1.0,1.0,0.04,2024-09-20 16:43:30,1
dohoon_S_2,4,0.5,0.5,0.04,2024-09-20 16:43:34,1
dohoon_S_2,5,1.0,1.0,0.04,2024-09-20 16:43:41,1
dohoon_S_2,3,0.3,0.3,0.04,2024-09-20 16:43:47,1
dohoon_S_2,2,0.1,0.1,0.04,2024-09-20 16:43:51,1
dohoon_S_2,1,0.0,0.0,0.04,2024-09-20 16:43:55,1
dohoon_S_2,5,1.0,1.0,0.04,2024-09-20 16:43:58,1
dohoon_S_2,4,0.5,0.3,0.04,2024-09-20 16:44:08,1
dohoon_S_2,4,0.5,0.5,0.04,2024-09-20 16:44:15,1
dohoon_S_2,2,0.1,0.1,0.04,2024-09-20 16:44:19,1
dohoon_S_2,1,0.0,0.0,0.04,2024-09-20 16:44:23,1
dohoon_S_2,2,0.1,0.1,0.04,2024-09-20 16:44:27,1
dohoon_S_2,1,0.0,0.0,0.04,2024-09-20 16:44:31,1
dohoon_S_2,3,0.3,0.3,0.04,2024-09-20 16:44:37,1
