name,perception,maxforce,result,rendering,timestamp
seoyeong_S_3,3,0.3,0.5,0.04,2024-09-25 13:06:26
seoyeong_S_3,2,0.1,0.3,0.04,2024-09-25 13:06:32
seoyeong_S_3,4,0.5,0.5,0.04,2024-09-25 13:06:43
seoyeong_S_3,5,1.0,1.0,0.04,2024-09-25 13:06:50
seoyeong_S_3,2,0.1,0.1,0.04,2024-09-25 13:06:55
seoyeong_S_3,4,0.5,0.5,0.04,2024-09-25 13:07:02
seoyeong_S_3,2,0.1,0.1,0.04,2024-09-25 13:07:07
seoyeong_S_3,5,1.0,1.0,0.04,2024-09-25 13:07:12
seoyeong_S_3,1,0.0,0.0,0.04,2024-09-25 13:07:15
seoyeong_S_3,2,0.1,0.1,0.04,2024-09-25 13:07:20
seoyeong_S_3,3,0.3,0.3,0.04,2024-09-25 13:07:25
seoyeong_S_3,2,0.1,0.1,0.04,2024-09-25 13:07:29
seoyeong_S_3,3,0.3,0.3,0.04,2024-09-25 13:07:38
seoyeong_S_3,4,0.5,1.0,0.04,2024-09-25 13:07:44
seoyeong_S_3,1,0.0,0.0,0.04,2024-09-25 13:07:48
seoyeong_S_3,1,0.0,0.0,0.04,2024-09-25 13:07:52
seoyeong_S_3,3,0.3,0.3,0.04,2024-09-25 13:08:00
seoyeong_S_3,1,0.0,0.0,0.04,2024-09-25 13:08:04
seoyeong_S_3,4,0.5,0.5,0.04,2024-09-25 13:08:13
seoyeong_S_3,5,1.0,0.5,0.04,2024-09-25 13:08:16
seoyeong_S_3,4,0.5,1.0,0.04,2024-09-25 13:08:28
seoyeong_S_3,2,0.1,0.1,0.04,2024-09-25 13:08:33
seoyeong_S_3,5,1.0,1.0,0.04,2024-09-25 13:08:38
seoyeong_S_3,3,0.3,0.3,0.04,2024-09-25 13:08:43
seoyeong_S_3,1,0.0,0.0,0.04,2024-09-25 13:08:50
