name,perception,maxforce,result,rendering,Sequence,timestamp
nayoung_I_3,1,0.0,1.0,0.0,1,2024-09-19 16:41:59
nayoung_I_3,4,0.5,0.0,0.0,1,2024-09-19 16:42:07
nayoung_I_3,5,1.0,0.1,0.0,1,2024-09-19 16:42:12
nayoung_I_3,4,0.5,0.3,0.0,1,2024-09-19 16:42:19
nayoung_I_3,3,0.3,0.3,0.0,1,2024-09-19 16:42:24
nayoung_I_3,4,0.5,1.0,0.0,1,2024-09-19 16:42:29
nayoung_I_3,5,1.0,0.3,0.0,1,2024-09-19 16:42:34
nayoung_I_3,3,0.3,0.1,0.0,1,2024-09-19 16:42:39
nayoung_I_3,3,0.3,0.0,0.0,1,2024-09-19 16:42:44
nayoung_I_3,3,0.3,1.0,0.0,1,2024-09-19 16:42:51
nayoung_I_3,5,1.0,0.1,0.0,1,2024-09-19 16:42:56
nayoung_I_3,5,1.0,0.0,0.0,1,2024-09-19 16:43:02
nayoung_I_3,4,0.5,0.3,0.0,1,2024-09-19 16:43:08
nayoung_I_3,1,0.0,1.0,0.0,1,2024-09-19 16:43:12
nayoung_I_3,4,0.5,0.5,0.0,1,2024-09-19 16:43:17
nayoung_I_3,3,0.3,0.1,0.0,1,2024-09-19 16:43:22
nayoung_I_3,4,0.5,0.0,0.0,1,2024-09-19 16:43:28
nayoung_I_3,5,1.0,1.0,0.0,1,2024-09-19 16:43:33
nayoung_I_3,5,1.0,0.5,0.0,1,2024-09-19 16:43:38
nayoung_I_3,2,0.1,0.1,0.0,1,2024-09-19 16:43:44
nayoung_I_3,4,0.5,0.3,0.0,1,2024-09-19 16:43:49
nayoung_I_3,2,0.1,0.5,0.0,1,2024-09-19 16:43:56
nayoung_I_3,2,0.1,0.5,0.0,1,2024-09-19 16:44:03
nayoung_I_3,4,0.5,0.0,0.0,1,2024-09-19 16:44:07
nayoung_I_3,5,1.0,0.5,0.0,1,2024-09-19 16:44:16
