name,perception,maxforce,result,rendering,Sequence,timestamp
nayoung_S_3,1,0.0,0.0,0.04,2,2024-09-19 17:02:17
nayoung_S_3,1,0.0,0.0,0.04,2,2024-09-19 17:02:22
nayoung_S_3,3,0.3,0.3,0.04,2,2024-09-19 17:02:27
nayoung_S_3,3,0.3,0.3,0.04,2,2024-09-19 17:02:32
nayoung_S_3,3,0.3,0.3,0.04,2,2024-09-19 17:02:40
nayoung_S_3,4,0.5,0.5,0.04,2,2024-09-19 17:02:48
nayoung_S_3,4,0.5,0.5,0.04,2,2024-09-19 17:02:57
nayoung_S_3,5,1.0,1.0,0.04,2,2024-09-19 17:03:03
nayoung_S_3,2,0.1,0.1,0.04,2,2024-09-19 17:03:08
nayoung_S_3,4,0.5,0.5,0.04,2,2024-09-19 17:03:16
nayoung_S_3,5,1.0,1.0,0.04,2,2024-09-19 17:03:21
nayoung_S_3,2,0.1,0.1,0.04,2,2024-09-19 17:03:30
nayoung_S_3,3,0.3,0.1,0.04,2,2024-09-19 17:03:35
nayoung_S_3,3,0.3,0.1,0.04,2,2024-09-19 17:03:42
nayoung_S_3,5,1.0,1.0,0.04,2,2024-09-19 17:03:51
nayoung_S_3,1,0.0,0.0,0.04,2,2024-09-19 17:03:56
nayoung_S_3,5,1.0,1.0,0.04,2,2024-09-19 17:04:05
nayoung_S_3,4,0.5,1.0,0.04,2,2024-09-19 17:04:11
nayoung_S_3,1,0.0,0.0,0.04,2,2024-09-19 17:04:16
nayoung_S_3,2,0.1,0.5,0.04,2,2024-09-19 17:04:24
nayoung_S_3,2,0.1,0.3,0.04,2,2024-09-19 17:04:30
nayoung_S_3,1,0.0,0.0,0.04,2,2024-09-19 17:04:35
nayoung_S_3,2,0.1,0.1,0.04,2,2024-09-19 17:04:41
nayoung_S_3,4,0.5,0.5,0.04,2,2024-09-19 17:04:46
nayoung_S_3,3,0.3,0.3,0.04,2,2024-09-19 17:04:56
