name,perception,maxforce,result,rendering,timestamp,Sequence
jiyoung_S_1,4,0.5,1.0,0.04,2024-09-26 19:03:21,1
jiyoung_S_1,2,0.1,0.5,0.04,2024-09-26 19:03:28,1
jiyoung_S_1,2,0.1,0.3,0.04,2024-09-26 19:03:36,1
jiyoung_S_1,2,0.1,0.1,0.04,2024-09-26 19:03:42,1
jiyoung_S_1,1,0.0,0.1,0.04,2024-09-26 19:03:48,1
jiyoung_S_1,1,0.0,0.0,0.04,2024-09-26 19:03:51,1
jiyoung_S_1,1,0.0,0.0,0.04,2024-09-26 19:03:56,1
jiyoung_S_1,3,0.3,0.3,0.04,2024-09-26 19:04:04,1
jiyoung_S_1,1,0.0,0.0,0.04,2024-09-26 19:04:09,1
jiyoung_S_1,5,1.0,1.0,0.04,2024-09-26 19:04:19,1
jiyoung_S_1,4,0.5,0.5,0.04,2024-09-26 19:04:26,1
jiyoung_S_1,3,0.3,0.3,0.04,2024-09-26 19:04:40,1
jiyoung_S_1,5,1.0,1.0,0.04,2024-09-26 19:04:45,1
jiyoung_S_1,5,1.0,1.0,0.04,2024-09-26 19:04:52,1
jiyoung_S_1,2,0.1,0.3,0.04,2024-09-26 19:05:02,1
jiyoung_S_1,4,0.5,0.5,0.04,2024-09-26 19:05:10,1
jiyoung_S_1,2,0.1,0.1,0.04,2024-09-26 19:05:17,1
jiyoung_S_1,1,0.0,0.1,0.04,2024-09-26 19:05:24,1
jiyoung_S_1,1,0.0,0.0,0.04,2024-09-26 19:05:29,1
jiyoung_S_1,4,0.5,0.5,0.04,2024-09-26 19:05:36,1
jiyoung_S_1,1,0.0,0.0,0.04,2024-09-26 19:05:41,1
jiyoung_S_1,3,0.3,0.5,0.04,2024-09-26 19:05:53,1
jiyoung_S_1,5,1.0,1.0,0.04,2024-09-26 19:05:59,1
jiyoung_S_1,3,0.3,0.3,0.04,2024-09-26 19:06:07,1
jiyoung_S_1,2,0.1,0.1,0.04,2024-09-26 19:06:16,1
