name,perception,maxforce,result,rendering,timestamp,Sequence
jaeho_S_3,4,0.5,0.5,0.04,2024-09-28 10:16:51,1
jaeho_S_3,2,0.1,0.1,0.04,2024-09-28 10:16:56,1
jaeho_S_3,3,0.3,0.3,0.04,2024-09-28 10:17:01,1
jaeho_S_3,3,0.3,0.3,0.04,2024-09-28 10:17:06,1
jaeho_S_3,4,0.5,0.3,0.04,2024-09-28 10:17:11,1
jaeho_S_3,1,0.0,0.0,0.04,2024-09-28 10:17:14,1
jaeho_S_3,5,1.0,1.0,0.04,2024-09-28 10:17:23,1
jaeho_S_3,5,1.0,1.0,0.04,2024-09-28 10:17:29,1
jaeho_S_3,5,1.0,1.0,0.04,2024-09-28 10:17:36,1
jaeho_S_3,4,0.5,0.5,0.04,2024-09-28 10:17:43,1
jaeho_S_3,5,1.0,1.0,0.04,2024-09-28 10:17:49,1
jaeho_S_3,1,0.0,0.0,0.04,2024-09-28 10:17:53,1
jaeho_S_3,4,0.5,0.5,0.04,2024-09-28 10:18:00,1
jaeho_S_3,3,0.3,0.3,0.04,2024-09-28 10:18:08,1
jaeho_S_3,2,0.1,0.1,0.04,2024-09-28 10:18:15,1
jaeho_S_3,1,0.0,0.0,0.04,2024-09-28 10:18:19,1
jaeho_S_3,2,0.1,0.1,0.04,2024-09-28 10:18:24,1
jaeho_S_3,2,0.1,0.3,0.04,2024-09-28 10:18:32,1
jaeho_S_3,4,0.5,0.5,0.04,2024-09-28 10:18:41,1
jaeho_S_3,1,0.0,0.0,0.04,2024-09-28 10:18:46,1
jaeho_S_3,5,1.0,1.0,0.04,2024-09-28 10:18:51,1
jaeho_S_3,2,0.1,0.1,0.04,2024-09-28 10:18:55,1
jaeho_S_3,2,0.1,0.1,0.04,2024-09-28 10:19:00,1
jaeho_S_3,4,0.5,0.5,0.04,2024-09-28 10:19:09,1
jaeho_S_3,1,0.0,0.0,0.04,2024-09-28 10:19:12,1
