name,perception,maxforce,result,rendering,Sequence,timestamp
seongjun_S_4,5,1.0,1.0,0.04,2,2024-09-27 18:49:33
seongjun_S_4,4,0.5,0.5,0.04,2,2024-09-27 18:49:40
seongjun_S_4,3,0.3,0.5,0.04,2,2024-09-27 18:49:51
seongjun_S_4,2,0.1,0.1,0.04,2,2024-09-27 18:49:56
seongjun_S_4,1,0.0,0.0,0.04,2,2024-09-27 18:49:59
seongjun_S_4,1,0.0,0.0,0.04,2,2024-09-27 18:50:03
seongjun_S_4,3,0.3,0.3,0.04,2,2024-09-27 18:50:08
seongjun_S_4,2,0.1,0.1,0.04,2,2024-09-27 18:50:13
seongjun_S_4,2,0.1,0.1,0.04,2,2024-09-27 18:50:17
seongjun_S_4,3,0.3,0.3,0.04,2,2024-09-27 18:50:22
seongjun_S_4,4,0.5,0.5,0.04,2,2024-09-27 18:50:27
seongjun_S_4,2,0.1,0.1,0.04,2,2024-09-27 18:50:33
seongjun_S_4,1,0.0,0.0,0.04,2,2024-09-27 18:50:36
seongjun_S_4,5,1.0,1.0,0.04,2,2024-09-27 18:50:42
seongjun_S_4,2,0.1,0.1,0.04,2,2024-09-27 18:50:54
seongjun_S_4,5,1.0,1.0,0.04,2,2024-09-27 18:51:01
seongjun_S_4,1,0.0,0.0,0.04,2,2024-09-27 18:51:05
seongjun_S_4,4,0.5,0.5,0.04,2,2024-09-27 18:51:12
seongjun_S_4,5,1.0,1.0,0.04,2,2024-09-27 18:51:18
seongjun_S_4,3,0.3,0.3,0.04,2,2024-09-27 18:51:24
seongjun_S_4,1,0.0,0.0,0.04,2,2024-09-27 18:51:27
seongjun_S_4,3,0.3,0.3,0.04,2,2024-09-27 18:51:34
seongjun_S_4,4,0.5,0.5,0.04,2,2024-09-27 18:51:41
seongjun_S_4,5,1.0,1.0,0.04,2,2024-09-27 18:51:47
seongjun_S_4,2,0.1,0.3,0.04,2,2024-09-27 18:51:52
