name,perception,maxforce,result,rendering,Sequence,timestamp
jaewan_S_1,3,0.3,0.3,0.04,2,2024-09-25 15:35:30
jaewan_S_1,3,0.3,0.3,0.04,2,2024-09-25 15:35:34
jaewan_S_1,3,0.3,0.3,0.04,2,2024-09-25 15:35:37
jaewan_S_1,4,0.5,0.5,0.04,2,2024-09-25 15:35:53
jaewan_S_1,1,0.0,0.0,0.04,2,2024-09-25 15:35:57
jaewan_S_1,4,0.5,0.5,0.04,2,2024-09-25 15:36:02
jaewan_S_1,1,0.0,0.0,0.04,2,2024-09-25 15:36:05
jaewan_S_1,1,0.0,0.0,0.04,2,2024-09-25 15:36:08
jaewan_S_1,2,0.1,0.1,0.04,2,2024-09-25 15:36:12
jaewan_S_1,1,0.0,0.0,0.04,2,2024-09-25 15:36:16
jaewan_S_1,4,0.5,0.5,0.04,2,2024-09-25 15:36:22
jaewan_S_1,5,1.0,1.0,0.04,2,2024-09-25 15:36:26
jaewan_S_1,5,1.0,1.0,0.04,2,2024-09-25 15:36:30
jaewan_S_1,4,0.5,1.0,0.04,2,2024-09-25 15:36:35
jaewan_S_1,1,0.0,0.0,0.04,2,2024-09-25 15:36:39
jaewan_S_1,3,0.3,0.1,0.04,2,2024-09-25 15:36:42
jaewan_S_1,3,0.3,0.3,0.04,2,2024-09-25 15:36:47
jaewan_S_1,3,0.3,0.1,0.04,2,2024-09-25 15:36:52
jaewan_S_1,4,0.5,0.5,0.04,2,2024-09-25 15:36:59
jaewan_S_1,4,0.5,0.5,0.04,2,2024-09-25 15:37:04
jaewan_S_1,2,0.1,0.1,0.04,2,2024-09-25 15:37:08
jaewan_S_1,5,1.0,1.0,0.04,2,2024-09-25 15:37:13
jaewan_S_1,3,0.3,0.3,0.04,2,2024-09-25 15:37:20
jaewan_S_1,2,0.1,0.1,0.04,2,2024-09-25 15:37:24
jaewan_S_1,5,1.0,1.0,0.04,2,2024-09-25 15:37:28
