name,perception,maxforce,result,rendering,timestamp,Sequence
nayoung_S_1,1,0.0,0.0,0.04,2024-09-19 16:54:03,2
nayoung_S_1,3,0.3,0.3,0.04,2024-09-19 16:54:10,2
nayoung_S_1,2,0.1,0.0,0.04,2024-09-19 16:54:17,2
nayoung_S_1,4,0.5,0.5,0.04,2024-09-19 16:54:22,2
nayoung_S_1,1,0.0,0.0,0.04,2024-09-19 16:54:29,2
nayoung_S_1,3,0.3,0.3,0.04,2024-09-19 16:54:39,2
nayoung_S_1,5,1.0,1.0,0.04,2024-09-19 16:54:44,2
nayoung_S_1,3,0.3,0.1,0.04,2024-09-19 16:54:55,2
nayoung_S_1,4,0.5,0.5,0.04,2024-09-19 16:55:07,2
nayoung_S_1,3,0.3,0.3,0.04,2024-09-19 16:55:13,2
nayoung_S_1,4,0.5,0.5,0.04,2024-09-19 16:55:23,2
nayoung_S_1,5,1.0,1.0,0.04,2024-09-19 16:55:29,2
nayoung_S_1,2,0.1,0.1,0.04,2024-09-19 16:55:34,2
nayoung_S_1,3,0.3,0.3,0.04,2024-09-19 16:55:42,2
nayoung_S_1,4,0.5,0.5,0.04,2024-09-19 16:55:51,2
nayoung_S_1,3,0.3,0.1,0.04,2024-09-19 16:55:57,2
nayoung_S_1,1,0.0,0.0,0.04,2024-09-19 16:56:02,2
nayoung_S_1,5,1.0,1.0,0.04,2024-09-19 16:56:07,2
nayoung_S_1,3,0.3,0.5,0.04,2024-09-19 16:56:15,2
nayoung_S_1,1,0.0,0.0,0.04,2024-09-19 16:56:21,2
nayoung_S_1,3,0.3,0.3,0.04,2024-09-19 16:56:29,2
nayoung_S_1,2,0.1,0.1,0.04,2024-09-19 16:56:35,2
nayoung_S_1,5,1.0,1.0,0.04,2024-09-19 16:56:41,2
nayoung_S_1,5,1.0,1.0,0.04,2024-09-19 16:56:47,2
nayoung_S_1,2,0.1,0.1,0.04,2024-09-19 16:56:56,2
