name,perception,maxforce,result,rendering,Sequence,timestamp
jaeho_I_1,5,1.0,1.0,0.0,2,2024-09-28 10:25:11
jaeho_I_1,4,0.5,0.5,0.0,2,2024-09-28 10:25:17
jaeho_I_1,1,0.0,0.0,0.0,2,2024-09-28 10:25:21
jaeho_I_1,1,0.0,0.0,0.0,2,2024-09-28 10:25:25
jaeho_I_1,5,1.0,1.0,0.0,2,2024-09-28 10:25:31
jaeho_I_1,4,0.5,0.5,0.0,2,2024-09-28 10:25:37
jaeho_I_1,3,0.3,0.3,0.0,2,2024-09-28 10:25:42
jaeho_I_1,4,0.5,0.5,0.0,2,2024-09-28 10:25:47
jaeho_I_1,1,0.0,0.0,0.0,2,2024-09-28 10:25:51
jaeho_I_1,3,0.3,0.3,0.0,2,2024-09-28 10:26:00
jaeho_I_1,4,0.5,0.5,0.0,2,2024-09-28 10:26:05
jaeho_I_1,1,0.0,0.0,0.0,2,2024-09-28 10:26:09
jaeho_I_1,5,1.0,1.0,0.0,2,2024-09-28 10:26:15
jaeho_I_1,2,0.1,0.1,0.0,2,2024-09-28 10:26:20
jaeho_I_1,4,0.5,0.5,0.0,2,2024-09-28 10:26:26
jaeho_I_1,3,0.3,0.1,0.0,2,2024-09-28 10:26:30
jaeho_I_1,2,0.1,0.1,0.0,2,2024-09-28 10:26:35
jaeho_I_1,5,1.0,1.0,0.0,2,2024-09-28 10:26:42
jaeho_I_1,2,0.1,0.1,0.0,2,2024-09-28 10:26:47
jaeho_I_1,3,0.3,0.3,0.0,2,2024-09-28 10:26:52
jaeho_I_1,3,0.3,0.3,0.0,2,2024-09-28 10:26:57
jaeho_I_1,1,0.0,0.0,0.0,2,2024-09-28 10:27:01
jaeho_I_1,2,0.1,0.1,0.0,2,2024-09-28 10:27:06
jaeho_I_1,3,0.3,0.3,0.0,2,2024-09-28 10:27:17
jaeho_I_1,5,1.0,1.0,0.0,2,2024-09-28 10:27:27
