name,perception,maxforce,result,rendering,timestamp,Sequence
minho_S_3,1,0.0,0.0,0.04,2024-09-12 17:48:05,2
minho_S_3,2,0.1,0.1,0.04,2024-09-12 17:48:13,2
minho_S_3,4,0.5,0.5,0.04,2024-09-12 17:48:26,2
minho_S_3,4,0.5,0.5,0.04,2024-09-12 17:48:40,2
minho_S_3,5,1.0,1.0,0.04,2024-09-12 17:48:46,2
minho_S_3,2,0.1,0.1,0.04,2024-09-12 17:48:51,2
minho_S_3,3,0.3,0.3,0.04,2024-09-12 17:48:57,2
minho_S_3,1,0.0,0.0,0.04,2024-09-12 17:49:01,2
minho_S_3,5,1.0,1.0,0.04,2024-09-12 17:49:15,2
minho_S_3,3,0.3,0.1,0.04,2024-09-12 17:49:43,2
minho_S_3,4,0.5,0.3,0.04,2024-09-12 17:50:07,2
minho_S_3,1,0.0,0.0,0.04,2024-09-12 17:50:18,2
minho_S_3,4,0.5,0.5,0.04,2024-09-12 17:50:28,2
minho_S_3,5,1.0,1.0,0.04,2024-09-12 17:50:36,2
minho_S_3,2,0.1,0.1,0.04,2024-09-12 17:50:44,2
minho_S_3,4,0.5,1.0,0.04,2024-09-12 17:50:52,2
minho_S_3,1,0.0,0.0,0.04,2024-09-12 17:50:58,2
minho_S_3,3,0.3,0.5,0.04,2024-09-12 17:51:09,2
minho_S_3,3,0.3,0.3,0.04,2024-09-12 17:51:25,2
minho_S_3,3,0.3,0.3,0.04,2024-09-12 17:51:35,2
minho_S_3,5,1.0,1.0,0.04,2024-09-12 17:51:40,2
minho_S_3,2,0.1,0.1,0.04,2024-09-12 17:51:54,2
minho_S_3,4,0.5,0.5,0.04,2024-09-12 17:52:11,2
minho_S_3,1,0.0,0.0,0.04,2024-09-12 17:52:16,2
minho_S_3,3,0.3,0.3,0.04,2024-09-12 17:52:26,2
