name,perception,maxforce,result,rendering,Sequence,timestamp
nayoung_S_4,1,0.0,0.0,0.04,2,2024-09-19 17:07:16
nayoung_S_4,2,0.1,0.1,0.04,2,2024-09-19 17:07:35
nayoung_S_4,3,0.3,0.3,0.04,2,2024-09-19 17:07:43
nayoung_S_4,1,0.0,0.0,0.04,2,2024-09-19 17:07:49
nayoung_S_4,2,0.1,0.1,0.04,2,2024-09-19 17:07:54
nayoung_S_4,4,0.5,0.3,0.04,2,2024-09-19 17:07:59
nayoung_S_4,2,0.1,0.1,0.04,2,2024-09-19 17:08:08
nayoung_S_4,1,0.0,0.0,0.04,2,2024-09-19 17:08:13
nayoung_S_4,4,0.5,1.0,0.04,2,2024-09-19 17:08:20
nayoung_S_4,4,0.5,0.5,0.04,2,2024-09-19 17:08:29
nayoung_S_4,5,1.0,1.0,0.04,2,2024-09-19 17:08:36
nayoung_S_4,3,0.3,0.3,0.04,2,2024-09-19 17:08:42
nayoung_S_4,5,1.0,1.0,0.04,2,2024-09-19 17:08:49
nayoung_S_4,3,0.3,0.1,0.04,2,2024-09-19 17:08:54
nayoung_S_4,3,0.3,0.3,0.04,2,2024-09-19 17:09:00
nayoung_S_4,5,1.0,1.0,0.04,2,2024-09-19 17:09:06
nayoung_S_4,4,0.5,0.5,0.04,2,2024-09-19 17:09:12
nayoung_S_4,1,0.0,0.0,0.04,2,2024-09-19 17:09:16
nayoung_S_4,3,0.3,0.3,0.04,2,2024-09-19 17:09:24
nayoung_S_4,2,0.1,0.1,0.04,2,2024-09-19 17:09:29
nayoung_S_4,4,0.5,0.5,0.04,2,2024-09-19 17:09:34
nayoung_S_4,3,0.3,0.5,0.04,2,2024-09-19 17:09:39
nayoung_S_4,5,1.0,0.5,0.04,2,2024-09-19 17:09:45
nayoung_S_4,1,0.0,0.0,0.04,2,2024-09-19 17:09:50
nayoung_S_4,5,1.0,1.0,0.04,2,2024-09-19 17:09:55
