name,perception,maxforce,timestamp,result,rendering,Sequence
F3_S_4,1,0.0,2024-10-06 17:02:21,0.0,0.06,1
F3_S_4,3,0.3,2024-10-06 17:02:36,1.0,0.06,1
F3_S_4,3,0.3,2024-10-06 17:02:47,0.3,0.06,1
F3_S_4,5,1.0,2024-10-06 17:03:08,0.5,0.06,1
F3_S_4,1,0.0,2024-10-06 17:03:13,0.0,0.06,1
F3_S_4,2,0.1,2024-10-06 17:03:18,0.1,0.06,1
F3_S_4,1,0.0,2024-10-06 17:03:22,0.0,0.06,1
F3_S_4,4,0.5,2024-10-06 17:03:50,0.3,0.06,1
F3_S_4,5,1.0,2024-10-06 17:03:54,0.5,0.06,1
F3_S_4,2,0.1,2024-10-06 17:04:04,0.1,0.06,1
F3_S_4,5,1.0,2024-10-06 17:04:13,0.3,0.06,1
F3_S_4,3,0.3,2024-10-06 17:04:40,0.3,0.06,1
F3_S_4,1,0.0,2024-10-06 17:04:44,0.0,0.06,1
F3_S_4,3,0.3,2024-10-06 17:04:56,0.3,0.06,1
F3_S_4,1,0.0,2024-10-06 17:04:59,0.0,0.06,1
F3_S_4,4,0.5,2024-10-06 17:05:33,1.0,0.06,1
F3_S_4,3,0.3,2024-10-06 17:05:45,0.5,0.06,1
F3_S_4,2,0.1,2024-10-06 17:05:49,0.1,0.06,1
F3_S_4,3,0.3,2024-10-06 17:06:00,1.0,0.06,1
F3_S_4,2,0.1,2024-10-06 17:06:05,0.1,0.06,1
F3_S_4,5,1.0,2024-10-06 17:06:10,1.0,0.06,1
F3_S_4,5,1.0,2024-10-06 17:06:24,1.0,0.06,1
F3_S_4,4,0.5,2024-10-06 17:06:54,0.5,0.06,1
F3_S_4,2,0.1,2024-10-06 17:06:59,0.1,0.06,1
F3_S_4,4,0.5,2024-10-06 17:07:37,0.5,0.06,1
