name,perception,maxforce,timestamp,result,rendering,Sequence
F2_I_4,1,0.0,2024-10-03 16:37:19,0.0,0.06,2
F2_I_4,4,0.5,2024-10-03 16:37:27,0.3,0.06,2
F2_I_4,5,1.0,2024-10-03 16:37:31,1.0,0.06,2
F2_I_4,2,0.1,2024-10-03 16:37:40,0.1,0.06,2
F2_I_4,2,0.1,2024-10-03 16:37:52,0.1,0.06,2
F2_I_4,3,0.3,2024-10-03 16:38:01,0.5,0.06,2
F2_I_4,2,0.1,2024-10-03 16:38:07,0.1,0.06,2
F2_I_4,4,0.5,2024-10-03 16:38:17,0.5,0.06,2
F2_I_4,1,0.0,2024-10-03 16:38:20,0.0,0.06,2
F2_I_4,4,0.5,2024-10-03 16:38:34,0.5,0.06,2
F2_I_4,3,0.3,2024-10-03 16:38:43,0.3,0.06,2
F2_I_4,1,0.0,2024-10-03 16:38:47,0.0,0.06,2
F2_I_4,4,0.5,2024-10-03 16:38:57,0.3,0.06,2
F2_I_4,1,0.0,2024-10-03 16:39:01,0.0,0.06,2
F2_I_4,5,1.0,2024-10-03 16:39:06,1.0,0.06,2
F2_I_4,1,0.0,2024-10-03 16:39:09,0.0,0.06,2
F2_I_4,2,0.1,2024-10-03 16:39:15,0.1,0.06,2
F2_I_4,4,0.5,2024-10-03 16:39:24,0.5,0.06,2
F2_I_4,3,0.3,2024-10-03 16:39:31,0.3,0.06,2
F2_I_4,5,1.0,2024-10-03 16:39:39,1.0,0.06,2
F2_I_4,3,0.3,2024-10-03 16:39:48,0.3,0.06,2
F2_I_4,2,0.1,2024-10-03 16:39:52,0.1,0.06,2
F2_I_4,5,1.0,2024-10-03 16:39:59,1.0,0.06,2
F2_I_4,4,0.5,2024-10-03 16:40:05,0.5,0.06,2
F2_I_4,5,1.0,2024-10-03 16:40:12,1.0,0.06,2
