name,perception,maxforce,timestamp,result,rendering,Sequence
F3_I_1,1,0.0,2024-10-06 17:13:16,0.0,0.06,2
F3_I_1,2,0.1,2024-10-06 17:13:31,0.3,0.06,2
F3_I_1,5,1.0,2024-10-06 17:13:39,1.0,0.06,2
F3_I_1,3,0.3,2024-10-06 17:14:00,0.5,0.06,2
F3_I_1,2,0.1,2024-10-06 17:14:05,0.1,0.06,2
F3_I_1,3,0.3,2024-10-06 17:14:13,0.3,0.06,2
F3_I_1,4,0.5,2024-10-06 17:14:35,0.5,0.06,2
F3_I_1,5,1.0,2024-10-06 17:14:41,1.0,0.06,2
F3_I_1,1,0.0,2024-10-06 17:14:46,0.0,0.06,2
F3_I_1,3,0.3,2024-10-06 17:14:58,0.3,0.06,2
F3_I_1,2,0.1,2024-10-06 17:15:03,0.1,0.06,2
F3_I_1,4,0.5,2024-10-06 17:15:10,1.0,0.06,2
F3_I_1,3,0.3,2024-10-06 17:15:15,0.3,0.06,2
F3_I_1,1,0.0,2024-10-06 17:15:19,0.0,0.06,2
F3_I_1,4,0.5,2024-10-06 17:15:42,0.3,0.06,2
F3_I_1,4,0.5,2024-10-06 17:15:56,1.0,0.06,2
F3_I_1,5,1.0,2024-10-06 17:16:12,0.5,0.06,2
F3_I_1,3,0.3,2024-10-06 17:16:34,0.5,0.06,2
F3_I_1,2,0.1,2024-10-06 17:16:40,0.1,0.06,2
F3_I_1,5,1.0,2024-10-06 17:16:50,1.0,0.06,2
F3_I_1,3,0.3,2024-10-06 17:17:00,0.1,0.06,2
F3_I_1,1,0.0,2024-10-06 17:17:05,0.0,0.06,2
F3_I_1,4,0.5,2024-10-06 17:17:31,0.5,0.06,2
F3_I_1,3,0.3,2024-10-06 17:17:49,0.1,0.06,2
F3_I_1,1,0.0,2024-10-06 17:17:53,0.0,0.06,2
