name,perception,maxforce,timestamp,result,rendering,Sequence
M4_S_1,5,1.0,2024-10-04 10:28:09,1.0,0.06,2
M4_S_1,4,0.5,2024-10-04 10:28:14,0.5,0.06,2
M4_S_1,3,0.3,2024-10-04 10:28:19,0.3,0.06,2
M4_S_1,3,0.3,2024-10-04 10:28:24,0.5,0.06,2
M4_S_1,5,1.0,2024-10-04 10:28:29,1.0,0.06,2
M4_S_1,4,0.5,2024-10-04 10:28:35,1.0,0.06,2
M4_S_1,5,1.0,2024-10-04 10:28:41,1.0,0.06,2
M4_S_1,3,0.3,2024-10-04 10:28:46,0.1,0.06,2
M4_S_1,3,0.3,2024-10-04 10:28:55,0.5,0.06,2
M4_S_1,2,0.1,2024-10-04 10:29:02,0.1,0.06,2
M4_S_1,1,0.0,2024-10-04 10:29:07,0.0,0.06,2
M4_S_1,1,0.0,2024-10-04 10:29:11,0.0,0.06,2
M4_S_1,2,0.1,2024-10-04 10:29:16,0.1,0.06,2
M4_S_1,2,0.1,2024-10-04 10:29:22,0.1,0.06,2
M4_S_1,3,0.3,2024-10-04 10:29:32,0.5,0.06,2
M4_S_1,1,0.0,2024-10-04 10:29:36,0.0,0.06,2
M4_S_1,4,0.5,2024-10-04 10:29:43,0.3,0.06,2
M4_S_1,3,0.3,2024-10-04 10:29:50,0.3,0.06,2
M4_S_1,5,1.0,2024-10-04 10:29:55,1.0,0.06,2
M4_S_1,1,0.0,2024-10-04 10:29:59,0.0,0.06,2
M4_S_1,3,0.3,2024-10-04 10:30:11,0.3,0.06,2
M4_S_1,3,0.3,2024-10-04 10:30:20,0.3,0.06,2
M4_S_1,4,0.5,2024-10-04 10:30:26,0.5,0.06,2
M4_S_1,1,0.0,2024-10-04 10:30:30,0.0,0.06,2
M4_S_1,2,0.1,2024-10-04 10:30:36,0.1,0.06,2
