name,perception,maxforce,timestamp,result,rendering,Sequence
M1_I_1,2,0.1,2024-10-02 20:05:02,0.1,0.06,1
M1_I_1,1,0.0,2024-10-02 20:05:06,0.0,0.06,1
M1_I_1,5,1.0,2024-10-02 20:05:10,0.5,0.06,1
M1_I_1,5,1.0,2024-10-02 20:05:16,1.0,0.06,1
M1_I_1,1,0.0,2024-10-02 20:05:19,0.0,0.06,1
M1_I_1,5,1.0,2024-10-02 20:05:23,1.0,0.06,1
M1_I_1,5,1.0,2024-10-02 20:05:27,1.0,0.06,1
M1_I_1,4,0.5,2024-10-02 20:05:35,0.3,0.06,1
M1_I_1,1,0.0,2024-10-02 20:05:39,0.0,0.06,1
M1_I_1,3,0.3,2024-10-02 20:05:45,0.3,0.06,1
M1_I_1,4,0.5,2024-10-02 20:05:49,0.5,0.06,1
M1_I_1,2,0.1,2024-10-02 20:06:00,0.1,0.06,1
M1_I_1,5,1.0,2024-10-02 20:06:04,1.0,0.06,1
M1_I_1,1,0.0,2024-10-02 20:06:07,0.0,0.06,1
M1_I_1,4,0.5,2024-10-02 20:06:15,0.3,0.06,1
M1_I_1,4,0.5,2024-10-02 20:06:25,0.3,0.06,1
M1_I_1,4,0.5,2024-10-02 20:06:31,0.5,0.06,1
M1_I_1,4,0.5,2024-10-02 20:06:37,0.5,0.06,1
M1_I_1,2,0.1,2024-10-02 20:06:47,0.1,0.06,1
M1_I_1,2,0.1,2024-10-02 20:06:50,0.1,0.06,1
M1_I_1,5,1.0,2024-10-02 20:06:55,1.0,0.06,1
M1_I_1,2,0.1,2024-10-02 20:07:01,0.1,0.06,1
M1_I_1,4,0.5,2024-10-02 20:07:06,0.5,0.06,1
M1_I_1,3,0.3,2024-10-02 20:07:12,0.3,0.06,1
M1_I_1,1,0.0,2024-10-02 20:07:16,0.0,0.06,1
