name,perception,maxforce,timestamp,result,rendering,Sequence
M4_S_3,1,0.0,2024-10-04 10:44:07,0.0,0.06,2
M4_S_3,4,0.5,2024-10-04 10:44:13,0.5,0.06,2
M4_S_3,5,1.0,2024-10-04 10:44:17,1.0,0.06,2
M4_S_3,3,0.3,2024-10-04 10:44:22,0.1,0.06,2
M4_S_3,3,0.3,2024-10-04 10:44:28,0.5,0.06,2
M4_S_3,4,0.5,2024-10-04 10:44:34,0.5,0.06,2
M4_S_3,2,0.1,2024-10-04 10:44:39,0.1,0.06,2
M4_S_3,1,0.0,2024-10-04 10:44:44,0.0,0.06,2
M4_S_3,4,0.5,2024-10-04 10:44:55,0.5,0.06,2
M4_S_3,1,0.0,2024-10-04 10:44:59,0.0,0.06,2
M4_S_3,2,0.1,2024-10-04 10:45:06,0.1,0.06,2
M4_S_3,2,0.1,2024-10-04 10:45:14,0.1,0.06,2
M4_S_3,3,0.3,2024-10-04 10:45:21,0.3,0.06,2
M4_S_3,4,0.5,2024-10-04 10:45:37,1.0,0.06,2
M4_S_3,3,0.3,2024-10-04 10:45:43,0.3,0.06,2
M4_S_3,4,0.5,2024-10-04 10:45:50,0.5,0.06,2
M4_S_3,5,1.0,2024-10-04 10:45:54,1.0,0.06,2
M4_S_3,3,0.3,2024-10-04 10:46:02,0.3,0.06,2
M4_S_3,3,0.3,2024-10-04 10:46:09,0.3,0.06,2
M4_S_3,3,0.3,2024-10-04 10:46:18,0.3,0.06,2
M4_S_3,5,1.0,2024-10-04 10:46:23,1.0,0.06,2
M4_S_3,2,0.1,2024-10-04 10:46:27,0.1,0.06,2
M4_S_3,1,0.0,2024-10-04 10:46:31,0.0,0.06,2
M4_S_3,1,0.0,2024-10-04 10:46:35,0.0,0.06,2
M4_S_3,5,1.0,2024-10-04 10:46:43,1.0,0.06,2
