name,perception,maxforce,timestamp,result,rendering,Sequence
F1_S_4,4,0.5,2024-10-03 14:40:37,0.5,0.06,2
F1_S_4,4,0.5,2024-10-03 14:40:46,0.5,0.06,2
F1_S_4,2,0.1,2024-10-03 14:40:57,0.1,0.06,2
F1_S_4,4,0.5,2024-10-03 14:41:13,0.5,0.06,2
F1_S_4,3,0.3,2024-10-03 14:41:32,1.0,0.06,2
F1_S_4,1,0.0,2024-10-03 14:41:37,0.0,0.06,2
F1_S_4,1,0.0,2024-10-03 14:41:41,0.0,0.06,2
F1_S_4,1,0.0,2024-10-03 14:41:46,0.0,0.06,2
F1_S_4,2,0.1,2024-10-03 14:41:51,0.1,0.06,2
F1_S_4,3,0.3,2024-10-03 14:41:56,0.3,0.06,2
F1_S_4,1,0.0,2024-10-03 14:42:04,0.0,0.06,2
F1_S_4,3,0.3,2024-10-03 14:42:11,0.3,0.06,2
F1_S_4,4,0.5,2024-10-03 14:42:23,1.0,0.06,2
F1_S_4,2,0.1,2024-10-03 14:42:29,0.1,0.06,2
F1_S_4,4,0.5,2024-10-03 14:42:37,0.5,0.06,2
F1_S_4,4,0.5,2024-10-03 14:42:48,0.3,0.06,2
F1_S_4,5,1.0,2024-10-03 14:42:56,1.0,0.06,2
F1_S_4,4,0.5,2024-10-03 14:43:08,0.3,0.06,2
F1_S_4,1,0.0,2024-10-03 14:43:13,0.0,0.06,2
F1_S_4,5,1.0,2024-10-03 14:43:20,1.0,0.06,2
F1_S_4,2,0.1,2024-10-03 14:43:31,0.1,0.06,2
F1_S_4,5,1.0,2024-10-03 14:43:42,0.5,0.06,2
F1_S_4,2,0.1,2024-10-03 14:43:49,0.3,0.06,2
F1_S_4,2,0.1,2024-10-03 14:44:02,0.1,0.06,2
F1_S_4,4,0.5,2024-10-03 14:44:12,1.0,0.06,2
