name,perception,maxforce,timestamp,result,rendering,Sequence
F2_I_1,2,0.1,2024-10-03 16:27:51,0.1,0.06,2
F2_I_1,5,1.0,2024-10-03 16:27:57,1.0,0.06,2
F2_I_1,5,1.0,2024-10-03 16:28:02,1.0,0.06,2
F2_I_1,3,0.3,2024-10-03 16:28:07,0.3,0.06,2
F2_I_1,1,0.0,2024-10-03 16:28:11,0.0,0.06,2
F2_I_1,2,0.1,2024-10-03 16:28:21,0.3,0.06,2
F2_I_1,2,0.1,2024-10-03 16:28:28,0.3,0.06,2
F2_I_1,4,0.5,2024-10-03 16:28:33,0.5,0.06,2
F2_I_1,2,0.1,2024-10-03 16:28:39,0.1,0.06,2
F2_I_1,5,1.0,2024-10-03 16:28:43,1.0,0.06,2
F2_I_1,1,0.0,2024-10-03 16:28:47,0.0,0.06,2
F2_I_1,2,0.1,2024-10-03 16:28:54,0.1,0.06,2
F2_I_1,1,0.0,2024-10-03 16:28:57,0.0,0.06,2
F2_I_1,3,0.3,2024-10-03 16:29:04,0.1,0.06,2
F2_I_1,4,0.5,2024-10-03 16:29:09,0.5,0.06,2
F2_I_1,4,0.5,2024-10-03 16:29:14,0.5,0.06,2
F2_I_1,3,0.3,2024-10-03 16:29:19,0.3,0.06,2
F2_I_1,2,0.1,2024-10-03 16:29:23,0.1,0.06,2
F2_I_1,1,0.0,2024-10-03 16:29:26,0.0,0.06,2
F2_I_1,5,1.0,2024-10-03 16:29:30,1.0,0.06,2
F2_I_1,4,0.5,2024-10-03 16:29:39,0.5,0.06,2
F2_I_1,5,1.0,2024-10-03 16:29:43,1.0,0.06,2
F2_I_1,4,0.5,2024-10-03 16:29:48,0.5,0.06,2
F2_I_1,3,0.3,2024-10-03 16:29:52,0.3,0.06,2
F2_I_1,1,0.0,2024-10-03 16:29:55,0.0,0.06,2
