name,perception,maxforce,timestamp,result,rendering,Sequence
F1_S_1,1,0.0,2024-10-03 14:26:05,0.0,0.06,2
F1_S_1,4,0.5,2024-10-03 14:26:11,0.3,0.06,2
F1_S_1,1,0.0,2024-10-03 14:26:16,0.0,0.06,2
F1_S_1,5,1.0,2024-10-03 14:26:28,1.0,0.06,2
F1_S_1,1,0.0,2024-10-03 14:26:33,0.0,0.06,2
F1_S_1,4,0.5,2024-10-03 14:26:43,1.0,0.06,2
F1_S_1,5,1.0,2024-10-03 14:26:51,0.5,0.06,2
F1_S_1,5,1.0,2024-10-03 14:27:08,0.5,0.06,2
F1_S_1,3,0.3,2024-10-03 14:27:20,0.1,0.06,2
F1_S_1,4,0.5,2024-10-03 14:27:45,1.0,0.06,2
F1_S_1,5,1.0,2024-10-03 14:27:59,0.5,0.06,2
F1_S_1,1,0.0,2024-10-03 14:28:07,0.0,0.06,2
F1_S_1,3,0.3,2024-10-03 14:28:16,0.5,0.06,2
F1_S_1,5,1.0,2024-10-03 14:28:39,0.5,0.06,2
F1_S_1,3,0.3,2024-10-03 14:28:55,0.3,0.06,2
F1_S_1,2,0.1,2024-10-03 14:29:00,0.1,0.06,2
F1_S_1,5,1.0,2024-10-03 14:29:09,1.0,0.06,2
F1_S_1,3,0.3,2024-10-03 14:29:20,0.3,0.06,2
F1_S_1,4,0.5,2024-10-03 14:29:32,1.0,0.06,2
F1_S_1,1,0.0,2024-10-03 14:29:36,0.0,0.06,2
F1_S_1,2,0.1,2024-10-03 14:29:45,0.3,0.06,2
F1_S_1,3,0.3,2024-10-03 14:29:52,0.1,0.06,2
F1_S_1,3,0.3,2024-10-03 14:30:07,0.1,0.06,2
F1_S_1,2,0.1,2024-10-03 14:30:17,0.1,0.06,2
F1_S_1,3,0.3,2024-10-03 14:30:34,0.3,0.06,2
