name,perception,maxforce,timestamp,result,rendering,Sequence
M6_S_2,2,0.1,2024-10-06 20:16:24,0.1,0.06,1
M6_S_2,3,0.3,2024-10-06 20:16:36,0.3,0.06,1
M6_S_2,3,0.3,2024-10-06 20:16:45,0.3,0.06,1
M6_S_2,5,1.0,2024-10-06 20:17:06,1.0,0.06,1
M6_S_2,1,0.0,2024-10-06 20:17:12,0.0,0.06,1
M6_S_2,3,0.3,2024-10-06 20:17:21,0.3,0.06,1
M6_S_2,2,0.1,2024-10-06 20:17:27,1.0,0.06,1
M6_S_2,1,0.0,2024-10-06 20:17:33,0.0,0.06,1
M6_S_2,2,0.1,2024-10-06 20:17:41,0.1,0.06,1
M6_S_2,2,0.1,2024-10-06 20:18:01,0.1,0.06,1
M6_S_2,4,0.5,2024-10-06 20:18:09,0.5,0.06,1
M6_S_2,1,0.0,2024-10-06 20:18:17,0.0,0.06,1
M6_S_2,5,1.0,2024-10-06 20:18:35,0.5,0.06,1
M6_S_2,4,0.5,2024-10-06 20:18:45,0.3,0.06,1
M6_S_2,5,1.0,2024-10-06 20:18:50,0.5,0.06,1
M6_S_2,3,0.3,2024-10-06 20:19:03,0.5,0.06,1
M6_S_2,3,0.3,2024-10-06 20:19:12,0.3,0.06,1
M6_S_2,2,0.1,2024-10-06 20:19:20,0.1,0.06,1
M6_S_2,5,1.0,2024-10-06 20:19:33,1.0,0.06,1
M6_S_2,5,1.0,2024-10-06 20:19:39,0.5,0.06,1
M6_S_2,4,0.5,2024-10-06 20:19:47,1.0,0.06,1
M6_S_2,3,0.3,2024-10-06 20:19:58,1.0,0.06,1
M6_S_2,1,0.0,2024-10-06 20:20:05,0.0,0.06,1
M6_S_2,1,0.0,2024-10-06 20:20:15,0.0,0.06,1
M6_S_2,1,0.0,2024-10-06 20:20:31,0.1,0.06,1
