name,perception,maxforce,timestamp,result,rendering,Sequence
F1_S_3,3,0.3,2024-10-03 14:35:53,0.3,0.06,2
F1_S_3,1,0.0,2024-10-03 14:35:59,0.0,0.06,2
F1_S_3,5,1.0,2024-10-03 14:36:06,1.0,0.06,2
F1_S_3,3,0.3,2024-10-03 14:36:14,0.1,0.06,2
F1_S_3,2,0.1,2024-10-03 14:36:25,0.1,0.06,2
F1_S_3,3,0.3,2024-10-03 14:36:34,0.3,0.06,2
F1_S_3,1,0.0,2024-10-03 14:36:39,0.0,0.06,2
F1_S_3,1,0.0,2024-10-03 14:36:44,0.0,0.06,2
F1_S_3,1,0.0,2024-10-03 14:36:50,0.0,0.06,2
F1_S_3,2,0.1,2024-10-03 14:36:55,0.1,0.06,2
F1_S_3,4,0.5,2024-10-03 14:37:04,0.5,0.06,2
F1_S_3,5,1.0,2024-10-03 14:37:10,0.5,0.06,2
F1_S_3,5,1.0,2024-10-03 14:37:17,1.0,0.06,2
F1_S_3,3,0.3,2024-10-03 14:37:26,0.3,0.06,2
F1_S_3,2,0.1,2024-10-03 14:37:33,0.1,0.06,2
F1_S_3,5,1.0,2024-10-03 14:37:43,1.0,0.06,2
F1_S_3,4,0.5,2024-10-03 14:37:51,0.5,0.06,2
F1_S_3,5,1.0,2024-10-03 14:37:59,1.0,0.06,2
F1_S_3,3,0.3,2024-10-03 14:38:08,0.3,0.06,2
F1_S_3,2,0.1,2024-10-03 14:38:14,0.1,0.06,2
F1_S_3,4,0.5,2024-10-03 14:38:21,0.5,0.06,2
F1_S_3,3,0.3,2024-10-03 14:38:34,1.0,0.06,2
F1_S_3,1,0.0,2024-10-03 14:38:38,0.0,0.06,2
F1_S_3,4,0.5,2024-10-03 14:38:44,0.5,0.06,2
F1_S_3,3,0.3,2024-10-03 14:38:48,0.3,0.06,2
