name,perception,maxforce,timestamp,result,rendering,Sequence
M6_I_2,1,0.0,2024-10-06 20:40:27,0.0,0.06,2
M6_I_2,4,0.5,2024-10-06 20:40:41,1.0,0.06,2
M6_I_2,5,1.0,2024-10-06 20:40:53,1.0,0.06,2
M6_I_2,3,0.3,2024-10-06 20:41:00,0.3,0.06,2
M6_I_2,2,0.1,2024-10-06 20:41:09,0.1,0.06,2
M6_I_2,5,1.0,2024-10-06 20:41:14,1.0,0.06,2
M6_I_2,4,0.5,2024-10-06 20:41:30,0.5,0.06,2
M6_I_2,1,0.0,2024-10-06 20:41:34,0.0,0.06,2
M6_I_2,3,0.3,2024-10-06 20:41:42,0.3,0.06,2
M6_I_2,4,0.5,2024-10-06 20:41:52,0.5,0.06,2
M6_I_2,3,0.3,2024-10-06 20:42:00,0.5,0.06,2
M6_I_2,1,0.0,2024-10-06 20:42:06,0.0,0.06,2
M6_I_2,5,1.0,2024-10-06 20:42:12,0.5,0.06,2
M6_I_2,1,0.0,2024-10-06 20:42:17,0.0,0.06,2
M6_I_2,3,0.3,2024-10-06 20:42:27,0.1,0.06,2
M6_I_2,1,0.0,2024-10-06 20:42:32,0.0,0.06,2
M6_I_2,2,0.1,2024-10-06 20:42:52,0.3,0.06,2
M6_I_2,2,0.1,2024-10-06 20:42:58,0.1,0.06,2
M6_I_2,2,0.1,2024-10-06 20:43:08,0.1,0.06,2
M6_I_2,4,0.5,2024-10-06 20:43:32,0.5,0.06,2
M6_I_2,5,1.0,2024-10-06 20:43:37,1.0,0.06,2
M6_I_2,2,0.1,2024-10-06 20:43:47,0.3,0.06,2
M6_I_2,3,0.3,2024-10-06 20:43:56,0.3,0.06,2
M6_I_2,2,0.1,2024-10-06 20:44:05,0.1,0.06,2
M6_I_2,4,0.5,2024-10-06 20:44:15,1.0,0.06,2
