name,perception,maxforce,timestamp,result,rendering,Sequence
F1_I_1,2,0.1,2024-10-03 14:05:33,0.1,0.06,1
F1_I_1,3,0.3,2024-10-03 14:05:37,0.5,0.06,1
F1_I_1,3,0.3,2024-10-03 14:05:45,0.3,0.06,1
F1_I_1,3,0.3,2024-10-03 14:05:55,0.3,0.06,1
F1_I_1,3,0.3,2024-10-03 14:06:02,0.3,0.06,1
F1_I_1,2,0.1,2024-10-03 14:06:06,0.1,0.06,1
F1_I_1,1,0.0,2024-10-03 14:06:11,0.0,0.06,1
F1_I_1,4,0.5,2024-10-03 14:06:17,0.5,0.06,1
F1_I_1,1,0.0,2024-10-03 14:06:23,0.0,0.06,1
F1_I_1,5,1.0,2024-10-03 14:06:30,0.3,0.06,1
F1_I_1,5,1.0,2024-10-03 14:06:44,0.5,0.06,1
F1_I_1,1,0.0,2024-10-03 14:06:50,0.0,0.06,1
F1_I_1,2,0.1,2024-10-03 14:06:56,0.1,0.06,1
F1_I_1,3,0.3,2024-10-03 14:07:05,0.3,0.06,1
F1_I_1,5,1.0,2024-10-03 14:07:16,1.0,0.06,1
F1_I_1,1,0.0,2024-10-03 14:07:20,0.0,0.06,1
F1_I_1,2,0.1,2024-10-03 14:07:25,0.1,0.06,1
F1_I_1,4,0.5,2024-10-03 14:07:30,0.5,0.06,1
F1_I_1,5,1.0,2024-10-03 14:07:36,1.0,0.06,1
F1_I_1,4,0.5,2024-10-03 14:07:41,0.5,0.06,1
F1_I_1,2,0.1,2024-10-03 14:07:46,0.1,0.06,1
F1_I_1,4,0.5,2024-10-03 14:07:55,1.0,0.06,1
F1_I_1,5,1.0,2024-10-03 14:08:05,1.0,0.06,1
F1_I_1,1,0.0,2024-10-03 14:08:09,0.0,0.06,1
F1_I_1,5,1.0,2024-10-03 14:08:25,1.0,0.06,1
