name,perception,maxforce,timestamp,result,rendering,Sequence
F1_I_4,4,0.5,2024-10-03 14:18:37,0.1,0.06,1
F1_I_4,3,0.3,2024-10-03 14:18:48,0.1,0.06,1
F1_I_4,4,0.5,2024-10-03 14:18:59,0.3,0.06,1
F1_I_4,1,0.0,2024-10-03 14:19:04,0.0,0.06,1
F1_I_4,4,0.5,2024-10-03 14:19:22,0.3,0.06,1
F1_I_4,5,1.0,2024-10-03 14:19:28,1.0,0.06,1
F1_I_4,1,0.0,2024-10-03 14:19:32,0.0,0.06,1
F1_I_4,3,0.3,2024-10-03 14:19:38,0.3,0.06,1
F1_I_4,3,0.3,2024-10-03 14:19:47,0.3,0.06,1
F1_I_4,5,1.0,2024-10-03 14:19:52,1.0,0.06,1
F1_I_4,1,0.0,2024-10-03 14:19:57,0.0,0.06,1
F1_I_4,4,0.5,2024-10-03 14:20:02,0.5,0.06,1
F1_I_4,4,0.5,2024-10-03 14:20:07,0.5,0.06,1
F1_I_4,3,0.3,2024-10-03 14:20:14,0.5,0.06,1
F1_I_4,4,0.5,2024-10-03 14:20:26,0.5,0.06,1
F1_I_4,5,1.0,2024-10-03 14:20:31,1.0,0.06,1
F1_I_4,1,0.0,2024-10-03 14:20:36,0.0,0.06,1
F1_I_4,2,0.1,2024-10-03 14:20:39,0.1,0.06,1
F1_I_4,1,0.0,2024-10-03 14:20:45,0.0,0.06,1
F1_I_4,3,0.3,2024-10-03 14:20:51,0.3,0.06,1
F1_I_4,5,1.0,2024-10-03 14:20:56,1.0,0.06,1
F1_I_4,5,1.0,2024-10-03 14:21:04,1.0,0.06,1
F1_I_4,4,0.5,2024-10-03 14:21:16,0.5,0.06,1
F1_I_4,2,0.1,2024-10-03 14:21:25,0.1,0.06,1
F1_I_4,2,0.1,2024-10-03 14:21:33,0.1,0.06,1
