name,perception,maxforce,timestamp,result,rendering,Sequence
F2_I_2,5,1.0,2024-10-03 16:30:41,1.0,0.06,2
F2_I_2,2,0.1,2024-10-03 16:30:53,0.1,0.06,2
F2_I_2,3,0.3,2024-10-03 16:30:58,0.3,0.06,2
F2_I_2,5,1.0,2024-10-03 16:31:02,0.5,0.06,2
F2_I_2,2,0.1,2024-10-03 16:31:08,0.1,0.06,2
F2_I_2,2,0.1,2024-10-03 16:31:15,0.1,0.06,2
F2_I_2,4,0.5,2024-10-03 16:31:29,0.5,0.06,2
F2_I_2,5,1.0,2024-10-03 16:31:33,1.0,0.06,2
F2_I_2,5,1.0,2024-10-03 16:31:37,1.0,0.06,2
F2_I_2,3,0.3,2024-10-03 16:31:43,0.3,0.06,2
F2_I_2,3,0.3,2024-10-03 16:31:48,0.1,0.06,2
F2_I_2,5,1.0,2024-10-03 16:31:53,1.0,0.06,2
F2_I_2,5,1.0,2024-10-03 16:31:58,1.0,0.06,2
F2_I_2,1,0.0,2024-10-03 16:32:02,0.0,0.06,2
F2_I_2,1,0.0,2024-10-03 16:32:06,0.0,0.06,2
F2_I_2,3,0.3,2024-10-03 16:32:11,0.3,0.06,2
F2_I_2,3,0.3,2024-10-03 16:32:17,0.3,0.06,2
F2_I_2,3,0.3,2024-10-03 16:32:23,0.3,0.06,2
F2_I_2,3,0.3,2024-10-03 16:32:35,0.1,0.06,2
F2_I_2,1,0.0,2024-10-03 16:32:39,0.0,0.06,2
F2_I_2,4,0.5,2024-10-03 16:32:45,0.5,0.06,2
F2_I_2,1,0.0,2024-10-03 16:32:48,0.0,0.06,2
F2_I_2,5,1.0,2024-10-03 16:32:54,0.5,0.06,2
F2_I_2,1,0.0,2024-10-03 16:32:58,0.0,0.06,2
F2_I_2,4,0.5,2024-10-03 16:33:09,0.5,0.06,2
