name,perception,maxforce,timestamp,result,rendering,Sequence
M2_I_4,4,0.5,2024-10-03 15:53:55,0.3,0.06,2
M2_I_4,3,0.3,2024-10-03 15:54:04,0.3,0.06,2
M2_I_4,1,0.0,2024-10-03 15:54:10,0.0,0.06,2
M2_I_4,5,1.0,2024-10-03 15:54:15,1.0,0.06,2
M2_I_4,1,0.0,2024-10-03 15:54:21,0.0,0.06,2
M2_I_4,1,0.0,2024-10-03 15:54:26,0.0,0.06,2
M2_I_4,5,1.0,2024-10-03 15:54:32,1.0,0.06,2
M2_I_4,4,0.5,2024-10-03 15:54:39,0.5,0.06,2
M2_I_4,3,0.3,2024-10-03 15:54:47,0.3,0.06,2
M2_I_4,2,0.1,2024-10-03 15:54:54,0.1,0.06,2
M2_I_4,1,0.0,2024-10-03 15:54:58,0.0,0.06,2
M2_I_4,4,0.5,2024-10-03 15:55:11,0.5,0.06,2
M2_I_4,2,0.1,2024-10-03 15:55:18,0.1,0.06,2
M2_I_4,2,0.1,2024-10-03 15:55:28,0.1,0.06,2
M2_I_4,5,1.0,2024-10-03 15:55:35,1.0,0.06,2
M2_I_4,4,0.5,2024-10-03 15:55:43,0.5,0.06,2
M2_I_4,5,1.0,2024-10-03 15:55:50,1.0,0.06,2
M2_I_4,3,0.3,2024-10-03 15:55:57,0.3,0.06,2
M2_I_4,4,0.5,2024-10-03 15:56:05,0.5,0.06,2
M2_I_4,3,0.3,2024-10-03 15:56:23,0.1,0.06,2
M2_I_4,2,0.1,2024-10-03 15:56:31,0.1,0.06,2
M2_I_4,5,1.0,2024-10-03 15:56:40,1.0,0.06,2
M2_I_4,1,0.0,2024-10-03 15:56:46,0.0,0.06,2
M2_I_4,4,0.5,2024-10-03 15:56:57,0.5,0.06,2
M2_I_4,3,0.3,2024-10-03 15:57:05,0.3,0.06,2
