name,perception,maxforce,timestamp,result,rendering,Sequence
F3_I_3,1,0.0,2024-10-06 17:22:02,0.0,0.06,2
F3_I_3,2,0.1,2024-10-06 17:22:08,0.1,0.06,2
F3_I_3,3,0.3,2024-10-06 17:22:21,0.3,0.06,2
F3_I_3,3,0.3,2024-10-06 17:22:28,0.3,0.06,2
F3_I_3,5,1.0,2024-10-06 17:22:37,0.5,0.06,2
F3_I_3,5,1.0,2024-10-06 17:22:44,0.5,0.06,2
F3_I_3,2,0.1,2024-10-06 17:22:50,0.1,0.06,2
F3_I_3,5,1.0,2024-10-06 17:23:00,0.5,0.06,2
F3_I_3,1,0.0,2024-10-06 17:23:04,0.0,0.06,2
F3_I_3,5,1.0,2024-10-06 17:23:22,1.0,0.06,2
F3_I_3,3,0.3,2024-10-06 17:23:27,0.3,0.06,2
F3_I_3,1,0.0,2024-10-06 17:23:30,0.0,0.06,2
F3_I_3,5,1.0,2024-10-06 17:23:37,1.0,0.06,2
F3_I_3,1,0.0,2024-10-06 17:23:41,0.0,0.06,2
F3_I_3,4,0.5,2024-10-06 17:23:46,1.0,0.06,2
F3_I_3,4,0.5,2024-10-06 17:23:52,0.5,0.06,2
F3_I_3,2,0.1,2024-10-06 17:23:58,0.1,0.06,2
F3_I_3,5,1.0,2024-10-06 17:24:03,1.0,0.06,2
F3_I_3,3,0.3,2024-10-06 17:24:09,0.1,0.06,2
F3_I_3,4,0.5,2024-10-06 17:24:16,0.5,0.06,2
F3_I_3,4,0.5,2024-10-06 17:24:30,1.0,0.06,2
F3_I_3,1,0.0,2024-10-06 17:24:34,0.0,0.06,2
F3_I_3,2,0.1,2024-10-06 17:24:50,0.1,0.06,2
F3_I_3,4,0.5,2024-10-06 17:25:09,0.3,0.06,2
F3_I_3,4,0.5,2024-10-06 17:25:30,0.3,0.06,2
